scheduled_shipping_days,actual_shipping_days,delay_days,late_delivery_risk,shipping_mode,order_item_quantity,product_price,product_category,order_region,weather_risk_score,geopolitical_risk_score,port_congestion_index,supplier_dependency_ratio
5.0,9.6,4.6,1,Standard Class,8,132.76,Industrial Parts,North America,80.4,35.2,3.0,0.65
5.0,11.1,6.1,1,Standard Class,1,211.0,Electronics,Latin America,59.4,95.7,4.1,0.29
5.0,10.8,5.8,1,Standard Class,9,413.97,Industrial Parts,East Asia,23.4,31.3,7.1,0.54
5.0,8.7,3.7,1,Standard Class,2,381.71,Automotive,Latin America,33.3,73.8,1.6,0.25
5.0,12.4,7.4,1,Standard Class,1,74.98,Automotive,Europe,90.1,50.4,9.6,0.84
3.0,6.0,3.0,1,Second Class,6,62.81,Industrial Parts,South Asia,73.4,61.7,4.9,0.36
5.0,8.1,3.1,1,Standard Class,1,276.42,Automotive,North America,8.8,11.6,7.6,0.67
5.0,9.9,4.9,1,Standard Class,6,60.03,Automotive,North America,75.4,61.1,7.0,0.49
3.0,8.0,5.0,1,Second Class,2,414.26,Chemicals,Latin America,33.1,56.4,6.8,0.87
5.0,7.5,2.5,1,Standard Class,7,134.13,Apparel,Latin America,2.3,71.9,4.2,0.26
5.0,8.6,3.6,1,Standard Class,7,102.28,Automotive,South Asia,48.4,28.8,0.4,0.91
5.0,11.5,6.5,1,Standard Class,4,100.98,Automotive,North America,88.3,83.2,7.4,0.73
2.0,8.0,6.0,1,First Class,2,32.16,Electronics,South Asia,44.4,94.5,9.5,0.68
2.0,9.8,7.8,1,First Class,7,324.5,Apparel,Latin America,98.9,88.2,5.1,0.81
5.0,10.0,5.0,1,Standard Class,1,90.6,Apparel,Latin America,17.8,39.1,9.5,0.64
3.0,5.8,2.8,1,Second Class,2,124.34,Apparel,East Asia,35.1,76.2,5.3,0.15
5.0,5.8,0.8,0,Standard Class,2,378.14,Industrial Parts,Latin America,1.7,36.5,1.7,0.68
3.0,4.4,1.4,0,Second Class,1,38.17,Chemicals,Latin America,5.0,86.3,2.4,0.44
3.0,6.9,3.9,1,Second Class,9,109.35,Chemicals,South Asia,35.4,37.5,8.6,0.55
3.0,8.6,5.6,1,Second Class,6,83.18,Electronics,East Asia,52.8,18.6,6.2,0.42
5.0,8.0,3.0,1,Standard Class,3,12.38,Apparel,East Asia,23.7,48.9,4.1,0.2
5.0,9.2,4.2,1,Standard Class,6,274.28,Apparel,North America,16.6,13.5,8.0,0.49
5.0,7.3,2.3,1,Standard Class,7,103.12,Automotive,Europe,42.1,58.7,6.4,0.11
2.0,4.7,2.7,1,First Class,3,320.12,Industrial Parts,North America,17.1,57.7,8.7,0.1
5.0,11.0,6.0,1,Standard Class,4,255.87,Industrial Parts,North America,63.1,49.1,9.7,0.53
2.0,7.1,5.1,1,First Class,1,337.26,Electronics,North America,95.5,60.4,6.5,0.21
1.0,8.7,7.7,1,Same Day,6,490.97,Chemicals,East Asia,80.7,97.5,9.7,0.61
5.0,7.0,2.0,0,Standard Class,6,117.74,Apparel,South Asia,21.5,38.3,4.7,0.22
3.0,10.2,7.2,1,Second Class,9,336.28,Electronics,Latin America,95.1,42.3,8.4,0.77
3.0,5.4,2.4,1,Second Class,2,418.47,Industrial Parts,East Asia,75.1,27.4,9.1,0.18
1.0,3.4,2.4,1,Same Day,5,479.12,Industrial Parts,Latin America,15.5,18.4,0.5,0.45
1.0,8.5,7.5,1,Same Day,5,314.94,Industrial Parts,Latin America,57.9,28.9,8.7,0.47
3.0,8.3,5.3,1,Second Class,7,74.11,Apparel,Europe,96.6,21.3,4.1,0.61
5.0,8.9,3.9,1,Standard Class,5,36.39,Apparel,North America,9.7,43.2,4.0,0.41
3.0,6.0,3.0,1,Second Class,4,146.47,Apparel,Europe,27.1,23.3,7.8,0.64
5.0,10.0,5.0,1,Standard Class,2,464.8,Automotive,North America,37.4,51.7,2.5,0.74
3.0,3.0,-0.0,0,Second Class,8,273.1,Chemicals,East Asia,11.6,28.6,0.3,0.16
2.0,4.8,2.8,1,First Class,5,293.86,Industrial Parts,Latin America,29.9,42.5,2.7,0.12
5.0,11.0,6.0,1,Standard Class,4,309.2,Industrial Parts,Europe,69.2,12.9,6.5,0.66
3.0,6.5,3.5,1,Second Class,9,172.79,Automotive,East Asia,47.7,16.4,9.5,0.82
5.0,7.7,2.7,1,Standard Class,2,98.98,Industrial Parts,East Asia,42.1,61.4,4.0,0.48
5.0,8.3,3.3,1,Standard Class,3,477.58,Industrial Parts,North America,43.2,56.5,8.0,0.62
5.0,5.7,0.7,0,Standard Class,8,380.14,Apparel,Latin America,76.0,17.1,2.0,0.32
3.0,11.3,8.3,1,Second Class,4,260.41,Apparel,North America,99.1,29.5,8.5,0.84
2.0,7.9,5.9,1,First Class,9,194.59,Chemicals,North America,58.9,22.1,7.7,0.74
2.0,6.0,4.0,1,First Class,9,246.56,Industrial Parts,East Asia,75.2,79.7,4.5,0.58
5.0,8.6,3.6,1,Standard Class,9,26.5,Electronics,North America,37.3,36.5,8.9,0.33
2.0,3.3,1.3,0,First Class,1,131.27,Industrial Parts,South Asia,86.1,40.6,0.4,0.44
3.0,6.2,3.2,1,Second Class,6,132.85,Industrial Parts,Latin America,42.0,66.5,7.9,0.3
5.0,10.4,5.4,1,Standard Class,6,228.22,Chemicals,North America,93.5,32.6,0.4,0.44
5.0,6.8,1.8,0,Standard Class,8,125.77,Electronics,North America,74.4,37.8,8.6,0.09
5.0,6.9,1.9,0,Standard Class,7,100.87,Industrial Parts,Europe,70.7,79.8,1.8,0.15
2.0,4.8,2.8,1,First Class,7,385.11,Electronics,Latin America,29.0,79.5,0.4,0.25
3.0,9.2,6.2,1,Second Class,2,447.82,Apparel,Latin America,79.6,60.5,3.1,0.86
3.0,4.2,1.2,0,Second Class,4,42.9,Apparel,North America,10.5,55.9,1.8,0.47
5.0,7.6,2.6,1,Standard Class,1,112.73,Electronics,South Asia,53.8,18.1,6.5,0.48
3.0,6.9,3.9,1,Second Class,7,389.11,Industrial Parts,Europe,73.5,47.3,4.7,0.53
5.0,8.4,3.4,1,Standard Class,4,409.76,Electronics,South Asia,88.4,27.4,1.3,0.5
5.0,6.0,1.0,0,Standard Class,9,255.08,Electronics,North America,57.0,73.0,9.2,0.13
3.0,5.8,2.8,1,Second Class,6,350.49,Apparel,Latin America,25.8,62.8,3.7,0.34
5.0,6.8,1.8,0,Standard Class,6,48.02,Electronics,Latin America,84.9,37.8,2.8,0.11
2.0,5.5,3.5,1,First Class,9,426.27,Automotive,South Asia,76.8,53.5,7.0,0.11
5.0,7.7,2.7,1,Standard Class,8,418.04,Automotive,East Asia,15.4,42.1,3.9,0.12
3.0,6.5,3.5,1,Second Class,6,349.77,Apparel,North America,87.2,14.6,1.5,0.86
5.0,9.9,4.9,1,Standard Class,6,459.0,Industrial Parts,Latin America,96.0,78.1,5.8,0.25
5.0,7.6,2.6,1,Standard Class,6,33.34,Industrial Parts,East Asia,53.8,89.8,0.3,0.11
5.0,6.1,1.1,0,Standard Class,4,123.17,Apparel,Latin America,3.8,93.0,6.3,0.05
5.0,11.4,6.4,1,Standard Class,5,187.65,Industrial Parts,Latin America,91.6,78.9,8.7,0.6
2.0,6.1,4.1,1,First Class,3,87.71,Chemicals,East Asia,12.3,82.2,2.6,0.61
5.0,9.9,4.9,1,Standard Class,9,409.27,Automotive,South Asia,63.3,5.6,8.5,0.29
2.0,4.7,2.7,1,First Class,2,381.02,Chemicals,North America,40.1,78.2,2.5,0.3
1.0,4.1,3.1,1,Same Day,7,388.89,Chemicals,East Asia,99.2,30.3,2.0,0.35
5.0,9.9,4.9,1,Standard Class,1,152.73,Chemicals,East Asia,91.7,13.8,7.2,0.37
5.0,12.0,7.0,1,Standard Class,7,383.72,Apparel,Latin America,78.5,52.2,0.7,0.75
3.0,6.9,3.9,1,Second Class,2,70.3,Chemicals,East Asia,19.9,57.0,0.4,0.9
1.0,5.6,4.6,1,Same Day,5,62.33,Electronics,North America,69.9,48.5,4.6,0.58
2.0,4.9,2.9,1,First Class,1,296.19,Industrial Parts,South Asia,57.2,65.3,0.3,0.4
5.0,7.2,2.2,1,Standard Class,5,33.85,Apparel,South Asia,13.5,71.4,5.0,0.32
3.0,5.5,2.5,1,Second Class,4,469.94,Electronics,South Asia,79.5,13.7,6.5,0.8
5.0,6.9,1.9,0,Standard Class,1,171.13,Electronics,North America,8.6,61.7,2.3,0.13
1.0,3.8,2.8,1,Same Day,1,243.75,Automotive,Latin America,48.2,5.4,9.0,0.44
1.0,4.2,3.2,1,Same Day,7,408.48,Automotive,North America,42.7,44.9,2.0,0.65
5.0,8.6,3.6,1,Standard Class,3,206.03,Electronics,East Asia,80.6,10.0,2.4,0.28
5.0,10.8,5.8,1,Standard Class,9,221.02,Automotive,Europe,42.8,45.0,9.1,0.17
5.0,8.2,3.2,1,Standard Class,9,180.49,Industrial Parts,Europe,69.4,17.5,6.9,0.64
5.0,8.5,3.5,1,Standard Class,9,182.34,Industrial Parts,Europe,47.8,73.4,5.3,0.59
2.0,8.0,6.0,1,First Class,1,239.3,Automotive,South Asia,58.2,90.0,3.3,0.61
5.0,8.2,3.2,1,Standard Class,4,473.5,Chemicals,North America,24.1,17.0,7.7,0.93
5.0,8.0,3.0,1,Standard Class,1,468.65,Electronics,North America,20.2,73.7,5.9,0.34
5.0,8.2,3.2,1,Standard Class,1,277.13,Industrial Parts,South Asia,71.0,14.6,3.4,0.94
1.0,5.4,4.4,1,Same Day,9,233.42,Automotive,East Asia,12.2,43.4,8.3,0.09
3.0,6.6,3.6,1,Second Class,5,406.0,Automotive,Europe,17.6,62.6,7.9,0.09
5.0,10.5,5.5,1,Standard Class,1,343.66,Industrial Parts,Europe,94.1,53.8,9.4,0.82
5.0,9.9,4.9,1,Standard Class,3,441.97,Industrial Parts,South Asia,25.3,5.7,9.9,0.34
1.0,5.1,4.1,1,Same Day,7,368.0,Chemicals,Europe,32.3,36.3,0.1,0.37
2.0,3.5,1.5,0,First Class,2,476.65,Automotive,Latin America,63.3,47.0,3.2,0.1
5.0,8.5,3.5,1,Standard Class,4,444.26,Automotive,North America,44.0,39.1,1.9,0.05
5.0,9.3,4.3,1,Standard Class,2,429.07,Apparel,Europe,55.9,66.5,2.1,0.62
5.0,7.6,2.6,1,Standard Class,9,201.86,Chemicals,Europe,14.5,88.8,8.6,0.52
5.0,10.9,5.9,1,Standard Class,9,199.24,Industrial Parts,Latin America,67.2,66.8,9.7,0.7
5.0,8.9,3.9,1,Standard Class,7,373.19,Industrial Parts,East Asia,15.7,59.0,9.4,0.25
2.0,4.9,2.9,1,First Class,7,51.04,Electronics,East Asia,74.8,14.9,7.0,0.81
5.0,11.1,6.1,1,Standard Class,2,167.89,Industrial Parts,Latin America,52.4,34.9,5.5,0.29
2.0,6.3,4.3,1,First Class,8,466.79,Automotive,East Asia,81.6,54.8,6.4,0.45
5.0,9.8,4.8,1,Standard Class,1,230.55,Industrial Parts,South Asia,17.3,93.4,8.6,0.38
3.0,6.0,3.0,1,Second Class,8,142.25,Automotive,Latin America,37.8,30.5,0.1,0.82
3.0,7.7,4.7,1,Second Class,5,243.46,Automotive,North America,84.7,33.8,4.3,0.79
5.0,9.1,4.1,1,Standard Class,4,151.41,Chemicals,North America,79.9,59.0,5.1,0.45
5.0,11.5,6.5,1,Standard Class,2,386.45,Industrial Parts,North America,96.6,90.0,9.2,0.37
3.0,4.9,1.9,0,Second Class,3,426.8,Chemicals,Europe,22.2,54.3,1.7,0.76
5.0,8.6,3.6,1,Standard Class,2,393.5,Automotive,Latin America,53.9,17.4,7.4,0.24
5.0,6.9,1.9,0,Standard Class,4,83.03,Industrial Parts,Latin America,1.8,7.5,9.2,0.9
5.0,12.0,7.0,1,Standard Class,3,174.67,Industrial Parts,East Asia,96.5,88.9,7.6,0.34
1.0,2.7,1.7,0,Same Day,5,114.85,Chemicals,Latin America,17.5,67.0,0.1,0.47
5.0,10.3,5.3,1,Standard Class,7,30.97,Chemicals,Latin America,90.5,22.1,6.6,0.78
2.0,7.3,5.3,1,First Class,9,372.2,Automotive,East Asia,67.8,72.5,2.1,0.77
5.0,12.6,7.6,1,Standard Class,5,219.9,Automotive,Latin America,93.7,72.0,6.1,0.67
3.0,8.4,5.4,1,Second Class,8,145.55,Industrial Parts,Latin America,24.8,77.2,5.7,0.15
5.0,10.8,5.8,1,Standard Class,2,160.69,Industrial Parts,South Asia,34.5,89.2,9.6,0.27
2.0,2.9,0.9,0,First Class,6,76.16,Apparel,East Asia,16.4,15.2,1.9,0.69
5.0,10.9,5.9,1,Standard Class,8,415.11,Apparel,South Asia,42.2,95.7,0.5,0.82
3.0,7.4,4.4,1,Second Class,9,80.52,Electronics,Europe,94.7,99.9,6.1,0.2
3.0,5.8,2.8,1,Second Class,4,175.77,Automotive,East Asia,57.1,1.4,3.4,0.94
5.0,8.4,3.4,1,Standard Class,4,13.62,Electronics,Latin America,41.6,9.1,7.5,0.61
5.0,10.5,5.5,1,Standard Class,7,223.84,Electronics,Latin America,32.5,43.4,9.9,0.79
5.0,11.6,6.6,1,Standard Class,4,183.85,Chemicals,South Asia,58.5,3.4,4.0,0.76
5.0,8.2,3.2,1,Standard Class,5,362.36,Chemicals,South Asia,72.3,73.5,1.5,0.15
2.0,9.2,7.2,1,First Class,2,360.5,Apparel,Europe,40.7,65.1,5.5,0.36
5.0,9.4,4.4,1,Standard Class,2,28.93,Electronics,Europe,23.1,77.6,3.5,0.46
5.0,9.6,4.6,1,Standard Class,5,66.77,Apparel,Latin America,58.5,99.8,7.9,0.28
3.0,8.8,5.8,1,Second Class,2,453.27,Automotive,North America,36.6,93.3,5.3,0.66
5.0,9.7,4.7,1,Standard Class,6,397.98,Industrial Parts,Europe,99.4,30.0,9.1,0.56
5.0,9.7,4.7,1,Standard Class,6,200.85,Chemicals,Latin America,44.1,39.6,8.4,0.93
5.0,8.6,3.6,1,Standard Class,8,91.52,Automotive,Europe,43.4,77.6,9.1,0.21
1.0,6.2,5.2,1,Same Day,1,137.78,Automotive,East Asia,83.9,38.8,3.0,0.56
2.0,8.6,6.6,1,First Class,7,332.43,Chemicals,South Asia,25.1,69.9,9.0,0.86
2.0,5.5,3.5,1,First Class,7,473.29,Chemicals,Latin America,6.6,91.9,8.7,0.09
5.0,9.7,4.7,1,Standard Class,9,311.71,Electronics,Europe,85.4,40.6,6.3,0.5
3.0,7.3,4.3,1,Second Class,4,22.96,Apparel,South Asia,58.9,56.1,9.1,0.24
5.0,6.6,1.6,0,Standard Class,7,328.85,Automotive,North America,26.0,84.1,0.5,0.91
5.0,9.0,4.0,1,Standard Class,6,472.93,Electronics,Europe,34.3,47.8,7.9,0.65
5.0,7.5,2.5,1,Standard Class,4,185.73,Electronics,Latin America,42.6,28.9,1.5,0.3
5.0,12.3,7.3,1,Standard Class,8,467.44,Automotive,East Asia,68.0,25.8,3.4,0.94
5.0,6.8,1.8,0,Standard Class,3,338.6,Automotive,South Asia,46.8,7.2,7.3,0.25
5.0,8.0,3.0,1,Standard Class,8,103.02,Industrial Parts,South Asia,39.6,33.0,2.1,0.35
5.0,8.2,3.2,1,Standard Class,5,81.2,Apparel,East Asia,78.0,68.6,2.3,0.66
5.0,7.3,2.3,1,Standard Class,4,96.39,Automotive,Latin America,7.2,5.9,2.1,0.56
3.0,7.9,4.9,1,Second Class,3,352.62,Chemicals,North America,65.3,27.4,4.6,0.79
5.0,9.2,4.2,1,Standard Class,7,298.87,Industrial Parts,East Asia,44.9,11.2,0.8,0.65
3.0,7.5,4.5,1,Second Class,7,233.22,Apparel,North America,33.5,40.4,8.9,0.57
5.0,9.8,4.8,1,Standard Class,6,139.04,Chemicals,Latin America,92.8,9.3,7.3,0.35
2.0,7.2,5.2,1,First Class,3,454.54,Chemicals,Europe,77.8,74.6,5.1,0.32
5.0,7.1,2.1,1,Standard Class,9,114.73,Apparel,Europe,21.9,92.8,0.8,0.14
5.0,8.2,3.2,1,Standard Class,2,148.97,Industrial Parts,Latin America,65.2,19.2,1.2,0.41
5.0,9.1,4.1,1,Standard Class,3,36.91,Chemicals,North America,82.2,25.1,1.0,0.76
3.0,5.2,2.2,1,Second Class,1,144.91,Electronics,East Asia,98.9,16.0,0.1,0.31
2.0,7.8,5.8,1,First Class,7,462.22,Apparel,Latin America,69.8,18.7,6.7,0.84
5.0,11.7,6.7,1,Standard Class,2,101.93,Apparel,Latin America,69.1,31.2,5.1,0.77
5.0,8.4,3.4,1,Standard Class,8,109.94,Automotive,Europe,61.3,28.1,3.8,0.95
2.0,5.2,3.2,1,First Class,9,303.99,Industrial Parts,East Asia,4.0,38.5,3.5,0.7
3.0,8.0,5.0,1,Second Class,2,287.81,Electronics,Europe,58.5,52.5,4.6,0.09
5.0,10.1,5.1,1,Standard Class,6,96.22,Electronics,North America,80.5,72.8,4.7,0.58
5.0,10.3,5.3,1,Standard Class,1,85.59,Automotive,North America,39.5,88.4,1.4,0.32
5.0,11.2,6.2,1,Standard Class,8,67.32,Chemicals,South Asia,58.7,45.9,5.3,0.9
3.0,6.9,3.9,1,Second Class,5,431.93,Chemicals,Latin America,92.6,90.9,0.5,0.69
5.0,9.2,4.2,1,Standard Class,9,330.67,Electronics,East Asia,17.2,68.0,9.4,0.75
1.0,6.5,5.5,1,Same Day,3,477.19,Industrial Parts,East Asia,28.0,72.9,7.1,0.56
5.0,5.7,0.7,0,Standard Class,2,91.26,Chemicals,Europe,11.0,52.2,0.1,0.92
5.0,7.0,2.0,0,Standard Class,7,235.7,Apparel,Europe,50.0,52.3,2.9,0.2
5.0,11.2,6.2,1,Standard Class,7,374.09,Automotive,East Asia,84.0,53.2,9.8,0.4
2.0,4.3,2.3,1,First Class,5,114.64,Industrial Parts,Europe,43.5,49.2,0.5,0.5
2.0,2.8,0.8,0,First Class,7,345.49,Chemicals,South Asia,7.0,45.9,1.5,0.55
5.0,9.3,4.3,1,Standard Class,6,242.16,Electronics,Latin America,26.4,77.5,4.8,0.75
3.0,9.4,6.4,1,Second Class,9,221.11,Automotive,South Asia,89.0,38.8,3.5,0.71
5.0,7.9,2.9,1,Standard Class,3,326.05,Chemicals,North America,55.8,20.7,9.9,0.1
5.0,9.2,4.2,1,Standard Class,4,239.17,Electronics,East Asia,91.4,13.6,5.4,0.7
5.0,10.6,5.6,1,Standard Class,9,411.81,Chemicals,South Asia,83.4,88.0,9.4,0.29
5.0,11.2,6.2,1,Standard Class,8,465.96,Automotive,South Asia,41.4,86.3,3.8,0.42
5.0,7.2,2.2,1,Standard Class,6,298.54,Apparel,Europe,63.4,24.4,2.7,0.46
2.0,4.4,2.4,1,First Class,3,157.29,Apparel,Europe,66.4,11.8,2.9,0.67
5.0,11.4,6.4,1,Standard Class,9,390.84,Electronics,Europe,74.7,96.0,6.4,0.66
1.0,6.4,5.4,1,Same Day,9,93.54,Apparel,North America,33.3,48.2,6.0,0.39
5.0,7.6,2.6,1,Standard Class,6,56.55,Automotive,South Asia,28.9,9.3,5.5,0.78
3.0,7.9,4.9,1,Second Class,2,264.18,Electronics,Latin America,68.5,21.5,1.9,0.16
5.0,7.3,2.3,1,Standard Class,7,326.9,Chemicals,Europe,81.9,70.4,2.6,0.26
5.0,5.9,0.9,0,Standard Class,9,419.15,Industrial Parts,North America,41.4,8.1,2.9,0.43
5.0,7.8,2.8,1,Standard Class,9,478.05,Chemicals,North America,32.1,43.3,8.7,0.25
5.0,11.0,6.0,1,Standard Class,3,437.94,Automotive,Europe,82.6,42.8,8.2,0.88
3.0,7.5,4.5,1,Second Class,2,494.46,Electronics,East Asia,68.7,68.6,2.1,0.89
5.0,5.8,0.8,0,Standard Class,5,243.09,Chemicals,South Asia,34.4,19.9,1.5,0.2
3.0,4.1,1.1,0,Second Class,7,165.1,Electronics,Europe,53.0,98.4,1.0,0.42
5.0,9.7,4.7,1,Standard Class,3,235.26,Apparel,Latin America,96.1,15.5,0.7,0.94
5.0,9.6,4.6,1,Standard Class,4,325.62,Industrial Parts,South Asia,75.0,59.8,9.8,0.07
5.0,7.8,2.8,1,Standard Class,2,258.56,Automotive,North America,22.2,32.8,8.1,0.09
2.0,3.3,1.3,0,First Class,2,320.72,Chemicals,Latin America,29.5,13.3,0.2,0.81
3.0,4.8,1.8,0,Second Class,7,444.49,Industrial Parts,South Asia,26.5,53.9,0.1,0.39
5.0,10.0,5.0,1,Standard Class,2,91.25,Automotive,Latin America,84.8,17.0,6.9,0.71
5.0,8.8,3.8,1,Standard Class,1,68.93,Automotive,North America,64.1,68.0,3.1,0.61
5.0,8.1,3.1,1,Standard Class,4,254.27,Apparel,Europe,94.0,3.2,1.0,0.67
1.0,4.0,3.0,1,Same Day,6,491.07,Electronics,Latin America,9.1,51.0,4.6,0.23
3.0,2.9,0.0,0,Second Class,4,38.93,Electronics,Europe,5.2,21.9,0.2,0.54
5.0,10.1,5.1,1,Standard Class,1,493.41,Industrial Parts,North America,67.6,95.0,4.2,0.63
5.0,7.6,2.6,1,Standard Class,1,484.18,Apparel,North America,26.7,71.1,2.4,0.55
5.0,9.5,4.5,1,Standard Class,9,153.37,Automotive,Latin America,67.9,75.5,2.6,0.9
1.0,5.6,4.6,1,Same Day,1,446.59,Apparel,Latin America,72.3,70.5,2.9,0.06
5.0,8.7,3.7,1,Standard Class,7,13.8,Apparel,North America,30.4,66.6,3.1,0.24
3.0,6.1,3.1,1,Second Class,7,232.49,Industrial Parts,Latin America,95.3,13.8,0.2,0.12
5.0,12.1,7.1,1,Standard Class,1,207.04,Electronics,Latin America,77.5,99.7,5.7,0.92
3.0,7.1,4.1,1,Second Class,1,452.3,Apparel,Latin America,36.7,65.7,5.5,0.26
3.0,7.1,4.1,1,Second Class,6,241.43,Apparel,Latin America,41.2,89.7,6.5,0.72
3.0,6.1,3.1,1,Second Class,8,214.79,Apparel,South Asia,71.6,50.4,1.6,0.18
3.0,5.4,2.4,1,Second Class,7,323.4,Chemicals,North America,30.4,28.6,9.9,0.1
2.0,4.1,2.1,1,First Class,6,194.14,Apparel,North America,29.5,43.7,1.4,0.22
5.0,5.5,0.5,0,Standard Class,3,272.91,Apparel,East Asia,62.5,39.9,8.1,0.3
5.0,4.5,0.0,0,Standard Class,7,478.23,Automotive,Europe,13.5,1.6,2.2,0.46
5.0,9.7,4.7,1,Standard Class,6,109.28,Chemicals,East Asia,99.3,67.5,4.4,0.07
1.0,6.3,5.3,1,Same Day,8,234.87,Apparel,Latin America,28.7,73.8,3.2,0.61
5.0,7.8,2.8,1,Standard Class,4,17.53,Apparel,Latin America,38.3,4.1,3.1,0.64
3.0,4.4,1.4,0,Second Class,9,422.7,Industrial Parts,South Asia,22.4,24.6,4.9,0.31
3.0,6.1,3.1,1,Second Class,1,55.09,Industrial Parts,South Asia,64.3,66.4,2.4,0.29
5.0,7.5,2.5,1,Standard Class,7,56.43,Chemicals,South Asia,6.0,32.2,5.5,0.22
5.0,11.8,6.8,1,Standard Class,9,442.59,Automotive,South Asia,92.8,93.4,2.5,0.24
5.0,4.9,0.0,0,Standard Class,1,210.56,Chemicals,South Asia,30.4,11.3,9.7,0.64
5.0,11.3,6.3,1,Standard Class,3,346.77,Chemicals,South Asia,92.7,92.8,2.4,0.6
5.0,9.6,4.6,1,Standard Class,7,430.34,Industrial Parts,South Asia,25.4,91.4,7.6,0.87
5.0,10.2,5.2,1,Standard Class,9,193.49,Industrial Parts,South Asia,51.4,95.6,4.7,0.79
2.0,1.7,0.0,0,First Class,1,138.16,Automotive,South Asia,69.5,7.7,0.4,0.57
1.0,2.8,1.8,0,Same Day,6,93.06,Apparel,North America,61.3,27.2,1.5,0.2
5.0,8.9,3.9,1,Standard Class,2,307.49,Automotive,South Asia,51.2,25.1,9.3,0.34
5.0,11.3,6.3,1,Standard Class,5,133.61,Apparel,Europe,78.9,88.5,8.2,0.48
5.0,6.4,1.4,0,Standard Class,7,320.8,Electronics,South Asia,47.0,80.7,1.4,0.43
3.0,5.3,2.3,1,Second Class,7,165.4,Industrial Parts,Latin America,33.3,15.9,0.5,0.11
2.0,6.0,4.0,1,First Class,7,180.41,Electronics,Latin America,71.9,14.1,1.5,0.37
5.0,11.1,6.1,1,Standard Class,4,132.07,Electronics,South Asia,93.7,47.4,5.8,0.22
5.0,9.2,4.2,1,Standard Class,6,215.05,Industrial Parts,South Asia,60.1,17.3,6.3,0.57
3.0,6.3,3.3,1,Second Class,6,89.44,Electronics,Latin America,28.0,47.6,3.8,0.89
3.0,9.6,6.6,1,Second Class,7,166.66,Chemicals,Europe,76.3,84.5,2.8,0.18
5.0,7.9,2.9,1,Standard Class,9,391.16,Apparel,East Asia,76.2,50.0,2.1,0.83
3.0,6.2,3.2,1,Second Class,6,115.65,Automotive,North America,26.7,72.4,4.4,0.29
5.0,7.7,2.7,1,Standard Class,1,474.09,Industrial Parts,Latin America,38.5,25.0,0.2,0.67
5.0,8.5,3.5,1,Standard Class,8,251.53,Chemicals,South Asia,14.1,26.6,0.1,0.6
3.0,5.7,2.7,1,Second Class,2,62.39,Automotive,North America,8.0,59.4,8.0,0.25
2.0,6.7,4.7,1,First Class,3,472.1,Automotive,South Asia,80.7,85.2,5.3,0.38
5.0,12.4,7.4,1,Standard Class,5,233.77,Automotive,East Asia,37.3,53.1,7.8,0.54
2.0,6.4,4.4,1,First Class,6,282.91,Electronics,East Asia,28.1,19.8,1.1,0.87
5.0,8.4,3.4,1,Standard Class,7,100.75,Electronics,Latin America,25.6,21.8,8.2,0.22
3.0,6.0,3.0,1,Second Class,4,173.32,Electronics,North America,7.5,61.7,9.2,0.36
5.0,11.3,6.3,1,Standard Class,3,354.78,Electronics,North America,98.5,10.3,5.3,0.94
2.0,6.1,4.1,1,First Class,9,70.75,Chemicals,East Asia,36.7,6.5,1.1,0.76
2.0,2.6,0.6,0,First Class,4,289.52,Electronics,South Asia,16.4,10.3,1.2,0.4
5.0,7.0,2.0,0,Standard Class,9,349.83,Industrial Parts,Latin America,86.4,39.2,1.9,0.18
2.0,6.3,4.3,1,First Class,9,10.9,Automotive,Europe,72.3,35.4,1.9,0.5
2.0,7.7,5.7,1,First Class,3,420.41,Chemicals,East Asia,66.3,0.2,9.4,0.58
3.0,7.1,4.1,1,Second Class,3,37.6,Electronics,East Asia,29.7,16.2,8.0,0.28
5.0,8.2,3.2,1,Standard Class,8,130.99,Automotive,Latin America,41.5,34.8,3.2,0.69
2.0,7.5,5.5,1,First Class,1,482.14,Chemicals,South Asia,84.1,43.0,8.2,0.54
2.0,7.0,5.0,1,First Class,6,49.71,Automotive,North America,64.0,40.2,7.7,0.38
5.0,8.2,3.2,1,Standard Class,6,414.71,Chemicals,East Asia,34.6,32.0,3.6,0.31
1.0,2.9,1.9,0,Same Day,9,329.48,Apparel,Latin America,10.9,81.2,0.3,0.31
5.0,8.4,3.4,1,Standard Class,2,303.21,Chemicals,Latin America,90.0,41.6,0.1,0.76
5.0,9.6,4.6,1,Standard Class,8,295.02,Electronics,Latin America,95.6,64.4,3.3,0.5
5.0,10.7,5.7,1,Standard Class,7,91.56,Automotive,North America,71.9,83.2,0.5,0.3
5.0,10.5,5.5,1,Standard Class,2,337.72,Automotive,East Asia,69.1,85.4,1.2,0.76
3.0,6.5,3.5,1,Second Class,1,476.3,Automotive,Latin America,53.8,85.7,2.5,0.07
5.0,9.6,4.6,1,Standard Class,4,47.75,Industrial Parts,North America,97.2,49.5,1.8,0.95
1.0,4.6,3.6,1,Same Day,2,172.88,Industrial Parts,South Asia,69.4,66.1,1.4,0.85
5.0,7.3,2.3,1,Standard Class,3,241.4,Electronics,Europe,7.7,31.5,2.6,0.72
5.0,6.9,1.9,0,Standard Class,2,123.82,Apparel,East Asia,9.2,86.2,7.4,0.29
