scheduled_shipping_days,actual_shipping_days,delay_days,late_delivery_risk,shipping_mode,order_item_quantity,product_price,product_category,order_region,weather_risk_score,geopolitical_risk_score,port_congestion_index,supplier_dependency_ratio,order_value,scheduled_density,unit_item_value,log_order_value,scheduled_days_sq,is_express,high_supplier_dep,high_weather_risk,distance_km,normalized_route_distance,same_region_indicator,cross_region_indicator,trade_dependency_score,economic_risk_score,gdp_growth_rate,logistics_perf_index,infrastructure_quality,precipitation_risk,natural_hazard_score,risk_composite_index,delay_risk_ratio,cost_efficiency_ratio,weather_x_port,weather_x_geo,supplier_x_port,scheduled_x_weather,trade_x_geo,weather_x_infra,econ_x_supplier,weather_x_port_x_supplier,region_x_mode,category_x_mode
5.0,9.2,4.2,1,Standard Class,7,210.79,Apparel,North America,36.8,97.1,6.8,0.41,1475.53,1.3725490196078431,29.6887323943662,7.297450019297915,25.0,0,0,0,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,31.279999999999998,61.23499999999999,0.539515,9.223057644110275,41.33137254901961,250.23999999999998,3573.2799999999993,2.788,184.0,5049.2,22.079999999999984,10.045,102.59839999999998,North America_Standard Class,Apparel_Standard Class
5.0,9.3,4.3,1,Standard Class,2,283.43,Chemicals,East Asia,72.6,10.6,7.1,0.5,566.86,0.3921568627450981,134.96666666666667,6.341874909467002,25.0,0,0,1,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,61.709999999999994,56.62,0.56953,20.05524861878453,55.57450980392157,515.4599999999999,769.56,3.55,363.0,932.8,72.6,20.6,257.72999999999996,East Asia_Standard Class,Chemicals_Standard Class
2.0,6.0,4.0,1,First Class,8,37.4,Industrial Parts,Latin America,79.7,60.6,3.6,0.56,299.2,3.8095238095238093,4.617283950617284,5.704448919199361,4.0,0,0,1,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,67.745,61.815,0.62131,28.26241134751773,17.809523809523807,286.92,4829.820000000001,2.0160000000000005,159.4,4496.52,151.43,32.760000000000005,160.67520000000002,Latin America_First Class,Industrial Parts_First Class
2.0,4.8,2.8,1,First Class,9,217.59,Automotive,Latin America,22.4,14.6,2.9,0.74,1958.31,4.285714285714286,23.910989010989013,7.580347649427321,4.0,0,1,0,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,19.04,22.43,0.36612,7.943262411347517,103.61428571428571,64.96,327.03999999999996,2.146,44.8,1083.32,42.559999999999995,43.29,48.07039999999999,Latin America_First Class,Automotive_First Class
5.0,5.9,0.9,0,Standard Class,7,381.34,Chemicals,Europe,30.1,87.7,1.1,0.53,2669.3799999999997,1.3725490196078431,53.709859154929575,7.889976063364845,25.0,0,0,0,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,25.585,38.769999999999996,0.436555,8.026666666666667,74.77254901960784,33.11000000000001,2639.7700000000004,0.5830000000000001,150.5,5998.68,27.09000000000001,17.013,17.548300000000005,Europe_Standard Class,Chemicals_Standard Class
5.0,6.9,1.9,0,Standard Class,1,499.02,Apparel,Europe,40.2,17.3,0.7,0.52,499.02,0.19607843137254904,453.6545454545454,6.214648097622213,25.0,0,0,0,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,34.17,24.515,0.33798500000000004,10.72,97.84705882352941,28.14,695.46,0.364,201.0,1183.3200000000002,36.180000000000014,16.692,14.632800000000001,Europe_Standard Class,Apparel_Standard Class
5.0,10.7,5.7,1,Standard Class,2,301.77,Industrial Parts,Latin America,23.6,44.1,9.1,0.48,603.54,0.3921568627450981,143.7,6.404467838254435,25.0,0,0,0,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,20.060000000000002,48.945,0.494305,8.368794326241135,59.17058823529412,214.76,1040.76,4.367999999999999,118.0,3272.2200000000003,44.84,28.08,103.08479999999999,Latin America_Standard Class,Industrial Parts_Standard Class
5.0,9.7,4.7,1,Standard Class,9,470.9,Industrial Parts,Europe,77.6,8.7,9.1,0.43,4238.099999999999,1.7647058823529413,51.747252747252745,8.352106261543836,25.0,0,0,1,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,65.96,64.395,0.584055,20.69333333333333,92.33333333333333,706.16,675.1199999999999,3.913,388.0,595.08,69.84000000000002,13.803,303.6488,Europe_Standard Class,Industrial Parts_Standard Class
2.0,5.4,3.4,1,First Class,7,499.28,Industrial Parts,Latin America,57.2,44.8,2.3,0.61,3494.96,3.333333333333333,70.32112676056337,8.159363295062374,4.0,0,0,0,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,48.620000000000005,43.839999999999996,0.50351,20.28368794326241,237.75238095238092,131.56,2562.56,1.4029999999999998,114.4,3324.16,108.68,35.685,80.2516,Latin America_First Class,Industrial Parts_First Class
2.0,3.1,1.1,0,First Class,3,223.04,Apparel,North America,38.0,0.4,0.4,0.07,669.12,1.4285714285714286,71.94838709677418,6.507456800825332,4.0,0,0,0,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,32.3,18.400000000000002,0.20805,9.523809523809524,106.2095238095238,15.200000000000001,15.200000000000001,0.028000000000000004,76.0,20.8,22.799999999999986,1.715,1.0640000000000003,North America_First Class,Apparel_First Class
3.0,8.3,5.3,1,Second Class,5,337.66,Chemicals,South Asia,1.6,44.3,3.5,0.7,1688.3000000000002,1.6129032258064515,66.20784313725491,7.432069520928683,9.0,0,0,0,1500.0,0.125,1,0,82.5,45.0,6.3,3.18,3.5,1.36,22.295,0.35580500000000004,0.4878048780487805,108.92258064516129,5.6000000000000005,70.88,2.4499999999999997,4.800000000000001,3654.7499999999995,2.4000000000000004,31.499999999999996,3.92,South Asia_Second Class,Chemicals_Second Class
5.0,10.9,5.9,1,Standard Class,1,114.48,Automotive,Latin America,32.6,68.8,9.5,0.33,114.48,0.19607843137254904,104.07272727272726,4.749097354794734,25.0,0,0,0,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,27.71,60.370000000000005,0.5519299999999999,11.560283687943262,22.447058823529414,309.7,2242.88,3.1350000000000002,163.0,5104.96,61.94,19.305,102.20100000000001,Latin America_Standard Class,Automotive_Standard Class
2.0,5.9,3.9,1,First Class,3,243.07,Industrial Parts,Latin America,83.7,18.3,3.1,0.39,729.21,1.4285714285714286,78.40967741935484,6.593332164005878,4.0,0,0,1,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,71.145,51.540000000000006,0.5259849999999999,29.680851063829785,115.74761904761904,259.47,1531.71,1.209,167.4,1357.8600000000001,159.03,22.815,101.19330000000001,Latin America_First Class,Industrial Parts_First Class
5.0,10.0,5.0,1,Standard Class,4,48.42,Industrial Parts,Latin America,74.4,55.3,8.7,0.6,193.68,0.7843137254901962,11.809756097560976,5.271357184965254,25.0,0,0,1,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,63.24,73.405,0.692345,26.382978723404253,9.494117647058825,647.28,4114.32,5.22,372.0,4103.26,141.36,35.1,388.368,Latin America_Standard Class,Industrial Parts_Standard Class
5.0,7.2,2.2,1,Standard Class,4,24.28,Chemicals,Europe,6.7,47.4,8.2,0.27,97.12,0.7843137254901962,5.921951219512196,4.5861912193902885,25.0,0,0,0,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,5.695,39.464999999999996,0.37761,1.7866666666666666,4.760784313725491,54.94,317.58,2.214,33.5,3242.1600000000003,6.030000000000003,8.667000000000002,14.8338,Europe_Standard Class,Chemicals_Standard Class
5.0,11.5,6.5,1,Standard Class,7,447.53,Industrial Parts,Europe,80.1,33.5,9.4,0.64,3132.71,1.3725490196078431,63.03239436619718,8.049972885130968,25.0,0,0,1,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,68.085,72.62,0.6726050000000001,21.36,87.75098039215686,752.9399999999999,2683.35,6.016,400.5,2291.4,72.09000000000002,20.544,481.8816,Europe_Standard Class,Industrial Parts_Standard Class
5.0,8.4,3.4,1,Standard Class,5,430.62,Industrial Parts,Europe,17.9,67.1,5.0,0.16,2153.1,0.9803921568627452,84.43529411764706,7.675128281894054,25.0,0,0,0,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,15.214999999999998,39.83,0.3749450000000001,4.7733333333333325,84.43529411764706,89.5,1201.0899999999997,0.8,89.5,4589.64,16.110000000000007,5.136,14.32,Europe_Standard Class,Industrial Parts_Standard Class
3.0,9.9,6.9,1,Second Class,9,162.91,Apparel,Europe,98.7,99.5,9.2,0.63,1466.19,2.903225806451613,17.9021978021978,7.291104285775593,9.0,0,0,1,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,83.895,96.88999999999999,0.844385,26.32,52.5516129032258,908.04,9820.65,5.795999999999999,296.1,6805.8,88.83000000000004,20.223000000000003,572.0652,Europe_Second Class,Apparel_Second Class
5.0,13.0,8.0,1,Standard Class,7,233.91,Electronics,North America,86.9,93.8,7.4,0.7,1637.37,1.3725490196078431,32.94507042253521,7.4014571241306735,25.0,0,0,1,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,73.86500000000001,84.75500000000001,0.7533700000000001,21.779448621553886,45.86470588235294,643.0600000000001,8151.22,5.18,434.5,4877.599999999999,52.13999999999997,17.15,450.142,North America_Standard Class,Electronics_Standard Class
5.0,11.5,6.5,1,Standard Class,2,251.87,Chemicals,Latin America,91.3,97.0,8.7,0.68,503.74,0.3921568627450981,119.93809523809523,6.224043445208677,25.0,0,0,1,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,77.60499999999999,91.435,0.83309,32.37588652482269,49.386274509803926,794.31,8856.1,5.916,456.5,7197.400000000001,173.47,39.78,540.1308,Latin America_Standard Class,Chemicals_Standard Class
5.0,8.9,3.9,1,Standard Class,8,265.14,Chemicals,North America,76.9,2.0,7.3,0.75,2121.12,1.5686274509803924,32.733333333333334,7.660170867999142,25.0,0,1,1,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,65.36500000000001,57.005,0.56542,19.273182957393484,51.98823529411765,561.37,153.8,5.475,384.5,104.0,46.13999999999998,18.375,421.02750000000003,North America_Standard Class,Chemicals_Standard Class
5.0,9.2,4.2,1,Standard Class,2,75.94,Chemicals,Europe,71.1,25.6,4.6,0.52,151.88,0.3921568627450981,36.16190476190476,5.029653299932018,25.0,0,0,1,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,60.434999999999995,52.19499999999999,0.52468,18.959999999999997,14.890196078431373,327.05999999999995,1820.1599999999999,2.392,355.5,1751.0400000000002,63.99000000000002,16.692,170.07119999999998,Europe_Standard Class,Chemicals_Standard Class
5.0,8.3,3.3,1,Standard Class,7,389.78,Apparel,North America,24.4,92.3,9.2,0.83,2728.46,1.3725490196078431,54.89859154929577,7.911859066415769,25.0,0,1,0,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,20.74,61.655,0.596395,6.115288220551378,76.42745098039215,224.47999999999996,2252.12,7.635999999999999,122.0,4799.599999999999,14.63999999999999,20.334999999999997,186.31839999999997,North America_Standard Class,Apparel_Standard Class
5.0,9.2,4.2,1,Standard Class,5,180.43,Apparel,Latin America,58.6,4.8,8.0,0.26,902.1500000000001,0.9803921568627452,35.378431372549024,6.805888652578567,25.0,0,0,0,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,49.81,51.57,0.48822999999999994,20.78014184397163,35.378431372549024,468.8,281.28,2.08,293.0,356.16,111.34,15.21,121.888,Latin America_Standard Class,Apparel_Standard Class
2.0,5.1,3.1,1,First Class,6,25.53,Automotive,Latin America,69.6,36.5,6.4,0.4,153.18,2.857142857142857,4.185245901639345,5.038120751031117,4.0,0,0,0,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,59.16,59.644999999999996,0.572205,24.68085106382978,12.157142857142857,445.44,2540.3999999999996,2.5600000000000005,139.2,2708.3,132.23999999999998,23.400000000000002,178.17600000000002,Latin America_First Class,Automotive_First Class
5.0,9.8,4.8,1,Standard Class,4,341.52,Apparel,Europe,28.8,65.2,4.8,0.91,1366.08,0.7843137254901962,83.29756097560976,7.220432357323217,25.0,0,1,0,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,24.48,43.66,0.51649,7.680000000000001,66.96470588235294,138.24,1877.7600000000002,4.368,144.0,4459.68,25.920000000000012,29.211000000000002,125.79840000000002,Europe_Standard Class,Apparel_Standard Class
5.0,11.2,6.2,1,Standard Class,5,416.64,Chemicals,Latin America,39.8,98.3,0.9,0.76,2083.2,0.9803921568627452,81.69411764705883,7.642140367558327,25.0,0,1,0,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,33.83,45.185,0.537015,14.113475177304963,81.69411764705883,35.82,3912.3399999999997,0.684,199.0,7293.86,75.61999999999999,44.46,27.223200000000002,Latin America_Standard Class,Chemicals_Standard Class
5.0,10.7,5.7,1,Standard Class,5,459.88,Automotive,North America,94.7,27.6,8.2,0.72,2299.4,0.9803921568627452,90.17254901960784,7.7408382998395995,25.0,0,1,1,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,80.495,74.115,0.68066,23.734335839598998,90.17254901960784,776.54,2613.7200000000003,5.903999999999999,473.5,1435.2,56.819999999999965,17.64,559.1088,North America_Standard Class,Automotive_Standard Class
2.0,7.0,5.0,1,First Class,7,340.46,Electronics,East Asia,40.8,76.4,4.2,0.69,2383.22,3.333333333333333,47.95211267605634,7.776627305806724,4.0,0,0,0,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,34.68,50.06,0.55604,11.270718232044198,162.1238095238095,171.35999999999999,3117.12,2.8979999999999997,81.6,6723.200000000001,40.8,28.428,118.23839999999998,East Asia_First Class,Electronics_First Class
5.0,7.1,2.1,1,Standard Class,4,103.73,Industrial Parts,Latin America,31.5,66.0,3.6,0.15,414.92,0.7843137254901962,25.300000000000004,6.03049293407546,25.0,0,0,0,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,26.775,41.475,0.41019999999999995,11.170212765957446,20.33921568627451,113.4,2079.0,0.54,157.5,4897.2,59.849999999999994,8.775,17.01,Latin America_Standard Class,Industrial Parts_Standard Class
5.0,9.6,4.6,1,Standard Class,5,298.99,Industrial Parts,North America,10.7,61.3,2.3,0.91,1494.95,0.9803921568627452,58.62549019607844,7.310516735515987,25.0,0,1,0,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,9.094999999999999,27.04,0.384735,2.6817042606516286,58.62549019607844,24.609999999999996,655.91,2.093,53.5,3187.6,6.4199999999999955,22.295,22.395099999999996,North America_Standard Class,Industrial Parts_Standard Class
5.0,8.9,3.9,1,Standard Class,4,456.76,Automotive,North America,34.1,74.3,5.4,0.31,1827.04,0.7843137254901962,111.40487804878049,7.510999633612766,25.0,0,0,0,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,28.985,50.120000000000005,0.450505,8.546365914786968,89.56078431372549,184.14000000000001,2533.63,1.6740000000000002,170.5,3863.6,20.45999999999999,7.595,57.083400000000005,North America_Standard Class,Automotive_Standard Class
5.0,8.4,3.4,1,Standard Class,4,181.77,Electronics,North America,61.2,25.4,8.3,0.18,727.08,0.7843137254901962,44.33414634146342,6.5904109322691005,25.0,0,0,0,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,52.02,58.790000000000006,0.48706,15.338345864661655,35.64117647058824,507.9600000000001,1554.48,1.494,306.0,1320.8,36.71999999999998,4.41,91.43280000000001,North America_Standard Class,Electronics_Standard Class
5.0,4.5,0.0,0,Standard Class,8,477.14,Industrial Parts,Latin America,14.8,33.9,2.9,0.07,3817.12,1.5686274509803924,58.906172839506176,8.247513433859877,25.0,0,0,0,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,12.58,23.835,0.274315,5.24822695035461,93.55686274509804,42.92,501.72,0.203,74.0,2515.38,28.12,4.095000000000001,3.0044000000000004,Latin America_Standard Class,Industrial Parts_Standard Class
3.0,8.2,5.2,1,Second Class,5,57.86,Automotive,East Asia,60.5,56.0,9.2,0.4,289.3,1.6129032258064515,11.345098039215687,5.670914871030584,9.0,0,0,0,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,51.425,68.825,0.63185,16.712707182320443,18.664516129032258,556.5999999999999,3388.0,3.6799999999999997,181.5,4928.0,60.5,16.48,222.64,East Asia_Second Class,Automotive_Second Class
3.0,7.1,4.1,1,Second Class,9,366.75,Apparel,Europe,74.1,43.9,4.0,0.66,3300.75,2.903225806451613,40.3021978021978,8.102207909923914,9.0,0,0,1,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,62.98499999999999,56.32,0.5768050000000001,19.759999999999998,118.30645161290322,296.4,3252.99,2.64,222.29999999999998,3002.76,66.69000000000003,21.186000000000003,195.624,Europe_Second Class,Apparel_Second Class
5.0,12.6,7.6,1,Standard Class,5,68.76,Chemicals,Europe,76.8,72.2,9.7,0.4,343.8,0.9803921568627452,13.482352941176472,5.842964538789538,25.0,0,0,1,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,65.28,81.71,0.6988400000000001,20.48,13.482352941176472,744.9599999999999,5544.96,3.88,384.0,4938.4800000000005,69.12000000000002,12.840000000000002,297.984,Europe_Standard Class,Chemicals_Standard Class
3.0,7.1,4.1,1,Second Class,8,401.45,Electronics,Latin America,98.5,80.1,6.8,0.78,3211.6,2.5806451612903225,49.56172839506173,8.074835857123666,9.0,0,1,1,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,83.725,84.75,0.808075,34.92907801418439,129.5,669.8,7889.849999999999,5.304,295.5,5943.42,187.14999999999998,45.63,522.444,Latin America_Second Class,Electronics_Second Class
3.0,7.2,4.2,1,Second Class,3,57.85,Industrial Parts,Latin America,43.5,52.8,3.7,0.21,173.55,0.9677419354838709,18.661290322580644,5.162211233551045,9.0,0,0,0,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,36.975,43.875,0.43749999999999994,15.425531914893616,18.661290322580644,160.95000000000002,2296.7999999999997,0.777,130.5,3917.7599999999998,82.64999999999999,12.285,33.7995,Latin America_Second Class,Industrial Parts_Second Class
5.0,8.2,3.2,1,Standard Class,7,169.61,Chemicals,South Asia,3.2,39.4,9.8,0.2,1187.27,1.3725490196078431,23.8887323943662,7.080253746827329,25.0,0,0,0,1500.0,0.125,1,0,82.5,45.0,6.3,3.18,3.5,2.72,40.69,0.39091000000000004,0.975609756097561,33.25686274509805,31.360000000000003,126.08,1.9600000000000002,16.0,3250.5,4.800000000000001,9.0,6.272000000000001,South Asia_Standard Class,Chemicals_Standard Class
5.0,9.8,4.8,1,Standard Class,1,390.66,Automotive,East Asia,85.5,91.2,5.9,0.29,390.66,0.19607843137254904,355.1454545454545,5.9703941164886905,25.0,0,0,1,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,72.675,78.97500000000001,0.70005,23.61878453038674,76.60000000000001,504.45000000000005,7797.6,1.711,427.5,8025.6,85.5,11.948,146.2905,East Asia_Standard Class,Automotive_Standard Class
5.0,10.0,5.0,1,Standard Class,5,235.49,Industrial Parts,North America,8.4,75.0,7.7,0.1,1177.45,0.9803921568627452,46.17450980392157,7.071955294662397,25.0,0,0,0,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,7.14,45.63,0.37682,2.1052631578947367,46.17450980392157,64.68,630.0,0.77,42.0,3900.0,5.039999999999997,2.45,6.468000000000001,North America_Standard Class,Industrial Parts_Standard Class
5.0,11.8,6.8,1,Standard Class,2,442.52,Chemicals,North America,86.2,67.3,4.5,0.81,885.04,0.3921568627450981,210.7238095238095,6.78676209631286,25.0,0,1,1,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,73.27,69.115,0.668985,21.604010025062657,86.76862745098039,387.90000000000003,5801.26,3.6450000000000005,431.0,3499.6,51.71999999999997,19.845000000000002,314.19900000000007,North America_Standard Class,Chemicals_Standard Class
3.0,5.1,2.1,1,Second Class,8,206.85,Apparel,Europe,98.3,5.7,1.2,0.17,1654.8,2.5806451612903225,25.537037037037038,7.412039554704705,9.0,0,0,1,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,83.55499999999999,49.26,0.4659150000000001,26.21333333333333,66.7258064516129,117.96,560.31,0.20400000000000001,294.9,389.88000000000005,88.47000000000003,5.457000000000001,20.0532,Europe_Second Class,Apparel_Second Class
2.0,6.6,4.6,1,First Class,6,497.53,Electronics,Latin America,90.7,52.8,9.6,0.39,2985.18,2.857142857142857,81.5622950819672,8.001750257595083,4.0,0,0,1,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,77.095,82.815,0.72646,32.163120567375884,236.9190476190476,870.72,4788.96,3.7439999999999998,181.4,3917.7599999999998,172.32999999999998,22.815,339.5808,Latin America_First Class,Electronics_First Class
1.0,6.3,5.3,1,Same Day,5,19.15,Automotive,East Asia,96.4,12.2,3.2,0.47,95.75,4.545454545454545,3.7549019607843137,4.572130331909891,1.0,1,0,1,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,81.94,56.03,0.5761700000000001,26.629834254143645,17.409090909090907,308.48,1176.08,1.504,96.4,1073.6,96.4,19.364,144.9856,East Asia_Same Day,Automotive_Same Day
3.0,7.7,4.7,1,Second Class,3,351.07,Industrial Parts,Europe,2.3,66.1,9.2,0.26,1053.21,0.9677419354838709,113.2483870967742,6.9605469502421755,9.0,0,0,0,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,1.9549999999999998,45.16,0.412315,0.6133333333333333,113.2483870967742,21.159999999999997,152.02999999999997,2.392,6.8999999999999995,4521.24,2.0700000000000007,8.346,5.501599999999999,Europe_Second Class,Industrial Parts_Second Class
5.0,8.3,3.3,1,Standard Class,1,458.78,Apparel,East Asia,1.1,30.0,9.1,0.85,458.78,0.19607843137254904,417.0727272727272,6.130748114210368,25.0,0,1,0,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,0.935,35.294999999999995,0.45603000000000005,0.30386740331491713,89.95686274509804,10.01,33.0,7.734999999999999,5.5,2640.0,1.1,35.02,8.5085,East Asia_Standard Class,Apparel_Standard Class
5.0,9.5,4.5,1,Standard Class,8,272.63,Electronics,Latin America,21.0,73.9,0.9,0.71,2181.04,1.5686274509803924,33.65802469135802,7.688015498030674,25.0,0,1,0,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,17.849999999999998,30.625000000000004,0.424775,7.446808510638297,53.45686274509804,18.900000000000002,1551.9,0.639,105.0,5483.380000000001,39.9,41.535,13.419,Latin America_Standard Class,Electronics_Standard Class
2.0,7.5,5.5,1,First Class,5,494.37,Electronics,North America,79.9,77.8,1.1,0.08,2471.85,2.380952380952381,96.93529411764706,7.813126610607015,4.0,0,0,1,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,67.915,58.705,0.49587000000000003,20.025062656641605,235.4142857142857,87.89000000000001,6216.22,0.08800000000000001,159.8,4045.6,47.939999999999976,1.96,7.031200000000001,North America_First Class,Electronics_First Class
5.0,8.5,3.5,1,Standard Class,9,356.93,Apparel,South Asia,8.9,30.0,6.1,0.44,3212.37,1.7647058823529413,39.223076923076924,8.075075509659762,25.0,0,0,0,1500.0,0.125,1,0,82.5,45.0,6.3,3.18,3.5,7.565,29.804999999999996,0.36267000000000005,2.7134146341463414,69.98627450980393,54.29,267.0,2.6839999999999997,44.5,2475.0,13.350000000000001,19.8,23.8876,South Asia_Standard Class,Apparel_Standard Class
3.0,7.6,4.6,1,Second Class,7,220.47,Industrial Parts,East Asia,74.7,97.6,0.4,0.17,1543.29,2.258064516129032,31.05211267605634,7.34231953678223,9.0,0,0,1,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,63.495,59.215,0.55861,20.635359116022098,71.11935483870967,29.880000000000003,7290.72,0.068,224.10000000000002,8588.8,74.7,7.004000000000001,5.079600000000001,East Asia_Second Class,Industrial Parts_Second Class
3.0,7.9,4.9,1,Second Class,1,262.53,Electronics,North America,1.3,51.7,4.2,0.63,262.53,0.3225806451612903,238.66363636363633,5.574167213493181,9.0,0,0,0,11500.0,0.9583333333333334,0,1,52.0,24.5,2.5,3.89,4.4,1.105,26.110000000000003,0.329115,0.3258145363408521,84.68709677419353,5.460000000000001,67.21000000000001,2.6460000000000004,3.9000000000000004,2688.4,0.7799999999999996,15.435,3.4398000000000004,North America_Second Class,Electronics_Second Class
3.0,7.2,4.2,1,Second Class,1,439.96,Automotive,East Asia,73.1,21.8,5.3,0.49,439.96,0.3225806451612903,399.96363636363634,6.088954168385239,9.0,0,0,1,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,62.13499999999999,54.245,0.55688,20.193370165745854,141.92258064516128,387.42999999999995,1593.58,2.597,219.29999999999998,1918.4,73.1,20.188000000000002,189.84069999999997,East Asia_Second Class,Automotive_Second Class
2.0,6.5,4.5,1,First Class,7,479.22,Chemicals,East Asia,25.0,77.5,2.0,0.78,3354.54,3.333333333333333,67.49577464788733,8.118367990254407,4.0,0,1,0,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,21.25,36.625,0.47972500000000007,6.906077348066298,228.20000000000002,50.0,1937.5,1.56,50.0,6820.0,25.0,32.136,39.0,East Asia_First Class,Chemicals_First Class
5.0,9.8,4.8,1,Standard Class,7,282.38,Automotive,East Asia,44.0,76.1,7.7,0.67,1976.6599999999999,1.3725490196078431,39.77183098591549,7.589669606608954,25.0,0,0,0,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,37.4,61.925000000000004,0.6260749999999999,12.154696132596685,55.3686274509804,338.8,3348.3999999999996,5.159000000000001,220.0,6696.799999999999,44.0,27.604000000000003,226.996,East Asia_Standard Class,Automotive_Standard Class
3.0,8.3,5.3,1,Second Class,9,160.5,Electronics,Latin America,97.7,41.4,4.3,0.79,1444.5,2.903225806451613,17.63736263736264,7.2762105614564,9.0,0,1,1,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,83.045,67.215,0.6942100000000001,34.645390070921984,51.774193548387096,420.11,4044.78,3.397,293.1,3071.88,185.63,46.215,331.8869,Latin America_Second Class,Electronics_Second Class
2.0,7.3,5.3,1,First Class,2,127.27,Chemicals,Europe,55.2,65.9,4.2,0.84,254.54,0.9523809523809523,60.6047619047619,5.543378953163177,4.0,0,1,0,7500.0,0.625,0,1,68.4,32.1,0.5,3.65,4.1,46.92,53.915000000000006,0.583535,14.72,60.6047619047619,231.84000000000003,3637.6800000000003,3.528,110.4,4507.56,49.68000000000002,26.964,194.74560000000002,Europe_First Class,Chemicals_First Class
5.0,4.7,0.0,0,Standard Class,7,243.75,Apparel,East Asia,7.5,2.2,2.3,0.21,1706.25,1.3725490196078431,34.33098591549296,7.4426391678411985,25.0,0,0,0,4500.0,0.375,0,1,88.0,41.2,4.2,3.52,4.0,6.375,10.825,0.2101,2.0718232044198897,47.794117647058826,17.25,16.5,0.48299999999999993,37.5,193.60000000000002,7.5,8.652000000000001,3.6225,East Asia_Standard Class,Apparel_Standard Class
3.0,9.9,6.9,1,Second Class,2,155.21,Chemicals,Latin America,87.3,29.1,8.9,0.58,310.42,0.6451612903225806,73.9095238095238,5.741142483413278,9.0,0,0,1,9500.0,0.7916666666666666,0,1,74.2,58.5,2.1,2.72,3.1,74.205,73.25999999999999,0.6896650000000001,30.957446808510635,50.06774193548387,776.97,2540.43,5.162,261.9,2159.2200000000003,165.86999999999998,33.93,450.64259999999996,Latin America_Second Class,Chemicals_Second Class
