origin_city,destination_city,distance_km,transport_mode,shipment_weight_kg,quantity,product_category,traffic_density_index,shipping_cost_inr
Bengaluru,Visakhapatnam,1740.5,Road,4357.7,9,Consumer Goods,1.9,308762.06
Visakhapatnam,Bengaluru,1069.9,Road,3295.1,66,Automotive Components,3.2,145653.38
Visakhapatnam,Hyderabad,344.1,Road,2573.3,23,Pharmaceuticals,7.7,39946.11
Ahmedabad,Mumbai,1932.5,Road,2665.2,48,Heavy Machinery,7.3,234992.08
Kochi,Mumbai,2695.5,Sea,3558.6,33,Pharmaceuticals,7.5,143881.92
Kolkata,Kochi,1919.8,Road,506.2,28,Textiles,4.8,42424.45
Chennai,Ahmedabad,1580.0,Road,3200.9,63,Automotive Components,4.4,208189.23
Mumbai,Bengaluru,583.6,Sea,1905.9,8,Heavy Machinery,6.3,17323.34
Kochi,Visakhapatnam,1806.7,Rail,719.4,36,Textiles,3.5,31240.08
Delhi,Kochi,1769.4,Road,4567.0,2,Heavy Machinery,2.8,335937.72
Visakhapatnam,Pune,1789.7,Rail,2513.3,24,Automotive Components,2.4,100038.31
Hyderabad,Kochi,2514.6,Road,2312.1,22,Automotive Components,4.5,234977.15
Pune,Kochi,2048.2,Road,2734.9,79,Heavy Machinery,9.1,254025.64
Kochi,Pune,2226.0,Road,3131.6,24,Heavy Machinery,9.3,312001.72
Kolkata,Bengaluru,980.3,Sea,1013.4,69,Consumer Goods,9.0,17169.3
Mumbai,Kochi,866.5,Road,3146.2,91,Textiles,2.8,108623.46
Bengaluru,Delhi,698.0,Rail,1794.6,97,Heavy Machinery,6.3,31091.89
Mumbai,Bengaluru,2212.7,Sea,3588.0,53,Textiles,6.9,122358.05
Visakhapatnam,Kolkata,2001.3,Road,3870.7,85,Automotive Components,5.2,323650.75
Bengaluru,Ahmedabad,1056.5,Road,87.0,81,Automotive Components,6.1,5631.6
Kolkata,Visakhapatnam,523.9,Sea,3595.9,58,Heavy Machinery,2.1,27182.21
Chennai,Bengaluru,2393.7,Rail,1794.9,35,Textiles,9.1,114084.21
Hyderabad,Kochi,1168.3,Rail,1553.4,55,Automotive Components,2.2,41996.57
Delhi,Chennai,652.8,Rail,1895.8,26,Consumer Goods,8.5,31772.55
Bengaluru,Delhi,532.7,Road,2899.4,46,Textiles,1.5,62215.42
Delhi,Kolkata,2587.2,Rail,617.0,25,Textiles,4.6,37575.88
Ahmedabad,Mumbai,494.9,Road,3506.3,85,Textiles,2.8,75964.38
Mumbai,Hyderabad,1103.1,Road,2253.6,11,Textiles,2.4,97689.05
Mumbai,Kochi,1825.3,Rail,841.2,24,Textiles,7.1,38089.32
Hyderabad,Visakhapatnam,1231.4,Rail,2571.4,78,Consumer Goods,9.0,80269.33
Hyderabad,Chennai,1415.3,Rail,2891.8,24,Automotive Components,8.1,98817.68
Chennai,Kolkata,2276.9,Road,1764.1,73,Textiles,3.6,167676.58
Ahmedabad,Visakhapatnam,2798.0,Sea,4503.2,2,Textiles,6.5,183268.29
Ahmedabad,Mumbai,1388.1,Rail,3501.3,6,Textiles,3.7,108808.42
Ahmedabad,Pune,1153.9,Rail,3323.5,25,Automotive Components,1.8,87379.73
Hyderabad,Kochi,1227.9,Air,314.1,81,Heavy Machinery,2.0,50836.87
Hyderabad,Bengaluru,1128.1,Road,2533.1,3,Automotive Components,2.6,116262.73
Pune,Mumbai,1405.5,Rail,4261.4,5,Textiles,6.9,145863.81
Pune,Kochi,1032.7,Rail,3358.1,32,Automotive Components,2.2,79306.72
Kochi,Hyderabad,1375.9,Road,1202.6,48,Pharmaceuticals,6.2,73751.14
Bengaluru,Pune,2655.5,Sea,4313.0,55,Heavy Machinery,1.0,144208.98
Ahmedabad,Visakhapatnam,908.5,Road,1879.2,93,Consumer Goods,7.6,75164.78
Kolkata,Mumbai,1877.5,Rail,4579.4,36,Pharmaceuticals,3.3,192896.85
Hyderabad,Ahmedabad,1440.4,Rail,2585.7,36,Textiles,6.1,92097.14
Pune,Ahmedabad,2090.9,Rail,3943.7,25,Consumer Goods,4.1,183927.0
Ahmedabad,Delhi,1401.6,Rail,3079.2,56,Consumer Goods,5.8,101695.2
Ahmedabad,Chennai,575.4,Road,1492.3,28,Heavy Machinery,2.7,36027.14
Kochi,Ahmedabad,2461.9,Road,3286.4,35,Automotive Components,6.6,346505.5
Visakhapatnam,Kolkata,1940.8,Road,97.4,13,Automotive Components,8.9,10412.28
Delhi,Mumbai,1543.6,Rail,4184.3,79,Automotive Components,6.2,152506.25
Mumbai,Pune,2352.4,Rail,4830.9,60,Automotive Components,5.0,258341.39
Ahmedabad,Pune,2736.9,Rail,1074.9,27,Pharmaceuticals,5.3,69634.33
Chennai,Visakhapatnam,1234.9,Air,4424.0,75,Textiles,4.6,783151.87
Mumbai,Visakhapatnam,1085.6,Road,880.8,6,Consumer Goods,3.1,40239.65
Mumbai,Visakhapatnam,2147.0,Sea,2482.8,56,Textiles,4.4,80246.34
Mumbai,Visakhapatnam,1354.7,Road,1498.4,27,Textiles,4.8,87149.22
Bengaluru,Pune,377.3,Road,999.6,42,Heavy Machinery,7.2,18049.42
Ahmedabad,Hyderabad,1089.2,Road,3790.7,94,Heavy Machinery,3.9,175712.14
Visakhapatnam,Chennai,2292.9,Rail,4042.7,97,Heavy Machinery,4.4,217873.43
Kolkata,Mumbai,2022.7,Sea,4201.2,38,Heavy Machinery,6.6,127940.63
Ahmedabad,Pune,2436.5,Sea,92.0,55,Automotive Components,8.1,5168.32
Kolkata,Hyderabad,538.6,Rail,4246.8,19,Consumer Goods,8.6,58922.87
Hyderabad,Kolkata,796.4,Road,304.7,86,Automotive Components,6.4,12090.04
Visakhapatnam,Ahmedabad,719.0,Road,2269.7,13,Textiles,5.1,71841.28
Kochi,Chennai,2724.0,Air,917.6,68,Automotive Components,7.0,351273.88
Pune,Ahmedabad,597.6,Road,4538.2,6,Consumer Goods,1.3,106228.03
Mumbai,Kolkata,1734.5,Sea,2904.8,29,Consumer Goods,6.0,73266.08
Delhi,Hyderabad,1827.2,Road,2368.9,94,Textiles,3.8,187947.49
Mumbai,Delhi,1790.1,Road,2248.7,89,Pharmaceuticals,5.7,162895.64
Visakhapatnam,Bengaluru,1982.9,Road,2052.0,61,Textiles,3.6,166572.62
Ahmedabad,Pune,1432.4,Road,2396.0,15,Textiles,2.6,136037.97
Bengaluru,Ahmedabad,371.8,Road,2849.8,12,Automotive Components,3.2,43934.53
Chennai,Kochi,2008.3,Road,4094.5,21,Heavy Machinery,7.7,344184.19
Pune,Delhi,894.9,Air,1226.5,82,Pharmaceuticals,4.4,147902.58
Visakhapatnam,Chennai,351.1,Road,4031.7,25,Heavy Machinery,7.5,64376.95
Ahmedabad,Delhi,599.9,Sea,4160.9,38,Textiles,7.8,38122.04
Ahmedabad,Visakhapatnam,911.1,Rail,4263.7,69,Pharmaceuticals,1.2,88475.86
Mumbai,Kochi,1296.0,Road,4710.8,76,Automotive Components,9.5,271866.49
Kochi,Ahmedabad,2432.5,Road,4785.1,49,Textiles,1.9,438959.16
Visakhapatnam,Mumbai,1571.7,Rail,584.2,29,Textiles,5.2,23963.0
Mumbai,Hyderabad,1400.7,Road,4394.7,62,Consumer Goods,9.6,283987.07
Ahmedabad,Bengaluru,656.8,Rail,4235.1,42,Automotive Components,2.4,63967.42
Bengaluru,Mumbai,2692.0,Rail,1918.2,22,Automotive Components,2.7,123321.65
Kolkata,Delhi,2557.6,Rail,3472.2,95,Textiles,3.1,191170.09
Kochi,Visakhapatnam,2312.6,Rail,4637.2,48,Pharmaceuticals,8.5,273703.48
Visakhapatnam,Delhi,1006.4,Road,502.1,28,Pharmaceuticals,8.6,23070.02
Ahmedabad,Hyderabad,1638.3,Rail,1804.9,23,Heavy Machinery,9.1,72741.45
Bengaluru,Kochi,1180.4,Road,4871.3,53,Consumer Goods,5.5,250766.22
Kolkata,Mumbai,1217.7,Road,2763.5,16,Consumer Goods,9.1,153750.65
Bengaluru,Pune,341.1,Road,504.3,60,Heavy Machinery,3.4,7997.05
Visakhapatnam,Pune,521.1,Road,4807.1,40,Heavy Machinery,6.5,107205.48
Bengaluru,Kochi,2697.1,Rail,4518.6,97,Heavy Machinery,4.9,274479.05
Kolkata,Visakhapatnam,1766.7,Rail,4041.8,39,Automotive Components,3.6,165083.09
Hyderabad,Pune,166.7,Road,3978.2,68,Heavy Machinery,7.9,31124.74
Ahmedabad,Chennai,2294.3,Road,2455.5,6,Automotive Components,7.6,251176.19
Ahmedabad,Chennai,380.7,Road,4382.5,47,Automotive Components,7.7,72691.97
Ahmedabad,Chennai,2026.6,Road,1563.2,11,Textiles,6.4,135274.66
Pune,Mumbai,1795.2,Sea,1825.0,10,Consumer Goods,4.0,48160.74
Pune,Ahmedabad,316.8,Rail,1119.3,31,Pharmaceuticals,7.0,10239.28
Kolkata,Hyderabad,1557.0,Sea,2045.5,71,Automotive Components,2.8,46535.36
Pune,Bengaluru,275.7,Road,1206.6,14,Consumer Goods,3.2,14578.47
Visakhapatnam,Chennai,320.6,Road,1732.1,59,Consumer Goods,9.6,26018.2
Bengaluru,Mumbai,285.6,Sea,3467.4,6,Consumer Goods,5.9,16152.92
Visakhapatnam,Kochi,826.9,Rail,2179.0,58,Heavy Machinery,7.4,46874.84
Visakhapatnam,Hyderabad,2274.7,Rail,3849.9,18,Automotive Components,5.1,194842.24
Chennai,Bengaluru,1110.5,Sea,2421.1,33,Heavy Machinery,1.0,35918.82
Visakhapatnam,Kolkata,1844.8,Rail,739.2,30,Heavy Machinery,5.6,32984.05
Ahmedabad,Chennai,480.8,Rail,3723.4,84,Textiles,5.9,43470.1
Bengaluru,Chennai,2622.1,Rail,376.4,92,Heavy Machinery,1.9,23653.62
Kochi,Mumbai,1486.2,Rail,4715.1,1,Consumer Goods,2.9,152140.69
Delhi,Kochi,215.2,Rail,4212.9,57,Pharmaceuticals,2.1,21186.78
Visakhapatnam,Kochi,1574.1,Road,4817.3,81,Heavy Machinery,8.9,334802.48
Delhi,Hyderabad,639.0,Air,1280.8,59,Consumer Goods,1.3,108183.15
Delhi,Hyderabad,668.9,Air,2432.1,26,Heavy Machinery,7.8,238754.84
Delhi,Visakhapatnam,1741.0,Road,1005.6,53,Heavy Machinery,4.9,76694.1
Hyderabad,Kochi,749.9,Rail,2141.2,18,Heavy Machinery,1.0,36622.76
Kolkata,Delhi,717.0,Sea,1256.3,24,Heavy Machinery,5.0,14954.55
Delhi,Chennai,1583.5,Road,4271.2,18,Pharmaceuticals,9.8,305578.39
Kochi,Mumbai,774.0,Road,651.8,39,Pharmaceuticals,5.0,23671.33
Delhi,Kochi,442.9,Rail,1164.2,79,Textiles,3.5,12542.95
Visakhapatnam,Mumbai,1231.9,Road,1357.2,36,Heavy Machinery,9.3,79745.25
Pune,Ahmedabad,287.8,Sea,3704.0,90,Consumer Goods,1.7,15444.27
Ahmedabad,Mumbai,2549.1,Sea,3170.3,32,Automotive Components,7.8,126779.91
Hyderabad,Pune,1346.6,Rail,724.5,84,Textiles,3.2,24060.17
Ahmedabad,Delhi,184.7,Sea,3047.9,70,Consumer Goods,7.4,9986.33
Ahmedabad,Hyderabad,745.3,Rail,4239.8,91,Textiles,2.2,70138.61
Ahmedabad,Kolkata,2688.2,Road,2288.5,72,Automotive Components,1.4,233515.46
Kolkata,Mumbai,1465.4,Road,3078.6,39,Automotive Components,7.1,192087.05
Kochi,Pune,1101.1,Sea,2683.3,86,Automotive Components,4.4,43670.41
Bengaluru,Kochi,985.0,Rail,1821.2,37,Consumer Goods,9.9,45109.24
Chennai,Hyderabad,1255.0,Road,62.7,38,Textiles,6.1,5222.51
Visakhapatnam,Chennai,711.2,Sea,972.2,71,Automotive Components,1.5,10939.95
Pune,Bengaluru,2135.2,Road,4738.4,73,Consumer Goods,2.3,404179.76
Hyderabad,Kochi,1497.0,Road,1805.5,34,Heavy Machinery,9.1,121523.09
Hyderabad,Chennai,2141.3,Road,1520.8,98,Heavy Machinery,1.6,134490.23
Hyderabad,Pune,824.1,Road,3088.8,28,Consumer Goods,5.9,111485.83
Chennai,Kolkata,153.8,Rail,4523.8,63,Heavy Machinery,1.2,16131.0
Visakhapatnam,Bengaluru,2710.5,Sea,1547.2,73,Heavy Machinery,7.5,63739.66
Delhi,Mumbai,1507.0,Rail,1154.3,30,Automotive Components,2.3,40767.92
Kochi,Bengaluru,361.3,Road,4514.7,41,Textiles,2.6,67123.28
Hyderabad,Chennai,424.9,Rail,3878.9,95,Consumer Goods,3.5,38022.6
Hyderabad,Delhi,1301.9,Sea,3527.8,8,Automotive Components,1.0,63700.56
Delhi,Pune,1992.5,Road,2808.1,8,Pharmaceuticals,5.7,242127.72
Pune,Hyderabad,1201.1,Road,2156.5,78,Textiles,9.7,119745.68
Ahmedabad,Kolkata,2323.4,Rail,3207.4,9,Pharmaceuticals,7.3,173934.68
Chennai,Visakhapatnam,1022.0,Rail,1123.7,98,Automotive Components,9.6,29746.79
Mumbai,Chennai,270.9,Rail,4095.9,25,Textiles,2.2,26050.24
Pune,Ahmedabad,172.0,Sea,2111.2,9,Textiles,3.2,6279.65
Visakhapatnam,Delhi,2427.5,Road,3786.0,64,Automotive Components,4.1,373441.21
Kochi,Kolkata,2758.8,Rail,4067.8,3,Textiles,7.7,271926.5
Kolkata,Ahmedabad,501.9,Rail,422.9,96,Consumer Goods,10.0,7169.87
Mumbai,Chennai,314.4,Road,3393.5,27,Consumer Goods,8.7,48693.89
Visakhapatnam,Bengaluru,2573.2,Road,1548.6,74,Automotive Components,6.3,170735.19
Pune,Delhi,417.0,Sea,1826.0,66,Textiles,6.3,12362.51
Visakhapatnam,Chennai,755.3,Rail,3680.5,82,Automotive Components,7.9,69085.24
Mumbai,Kolkata,2274.4,Road,4789.1,59,Textiles,2.7,441529.06
Kochi,Pune,2794.7,Air,4028.1,40,Textiles,8.4,1613979.9
Chennai,Bengaluru,1437.9,Road,1493.9,24,Textiles,7.6,94855.37
Kolkata,Chennai,708.5,Rail,3553.9,23,Textiles,1.6,56882.01
Kochi,Mumbai,2396.5,Rail,1672.4,41,Consumer Goods,1.4,88909.8
Pune,Bengaluru,1194.9,Road,2226.0,53,Textiles,2.4,104961.6
Delhi,Chennai,872.5,Road,659.1,49,Textiles,6.9,26920.34
Kochi,Chennai,1449.6,Rail,4179.7,66,Textiles,9.6,152511.26
Bengaluru,Visakhapatnam,2417.9,Road,3252.2,61,Heavy Machinery,2.0,316535.27
Chennai,Bengaluru,767.5,Rail,4321.7,64,Consumer Goods,6.5,75826.15
Bengaluru,Pune,1273.2,Sea,1156.4,34,Consumer Goods,6.4,23608.42
Kolkata,Delhi,1327.2,Road,690.2,27,Automotive Components,2.5,38629.54
Kolkata,Hyderabad,2356.8,Rail,4086.5,64,Consumer Goods,3.4,218870.13
Pune,Chennai,1941.4,Rail,4400.9,60,Heavy Machinery,5.9,200141.09
Kolkata,Pune,2218.3,Road,901.0,35,Consumer Goods,4.0,84860.21
Kolkata,Kochi,1987.5,Rail,3227.4,53,Heavy Machinery,2.4,144192.83
Chennai,Kolkata,1720.6,Road,867.1,72,Consumer Goods,4.9,62993.44
Mumbai,Ahmedabad,500.9,Road,122.0,71,Heavy Machinery,1.8,4000.11
Kochi,Hyderabad,2357.3,Rail,2734.5,58,Consumer Goods,6.2,151184.8
Pune,Visakhapatnam,1759.3,Air,4754.1,13,Automotive Components,2.3,1041034.91
Pune,Chennai,2008.1,Rail,2972.9,76,Automotive Components,7.6,143969.62
Delhi,Visakhapatnam,2213.7,Road,2174.2,77,Heavy Machinery,5.9,208886.5
Bengaluru,Kochi,976.0,Rail,1446.2,53,Textiles,1.7,32116.55
Kolkata,Delhi,1308.9,Rail,1443.3,17,Consumer Goods,3.0,43809.94
Kochi,Chennai,1584.4,Road,1352.2,57,Consumer Goods,4.9,87291.96
Visakhapatnam,Kolkata,1058.5,Rail,1085.4,60,Automotive Components,4.6,27921.23
Delhi,Chennai,835.1,Rail,379.3,15,Automotive Components,8.4,9543.07
Delhi,Kochi,2208.6,Road,3797.6,78,Heavy Machinery,6.6,369450.85
Bengaluru,Delhi,2147.4,Rail,1611.0,19,Pharmaceuticals,9.0,89813.18
Mumbai,Ahmedabad,2354.3,Rail,822.5,35,Textiles,6.0,47406.61
Delhi,Ahmedabad,1996.2,Rail,3040.8,18,Heavy Machinery,3.8,141017.42
Kolkata,Bengaluru,976.1,Rail,4675.1,17,Textiles,1.3,95457.07
Delhi,Pune,1016.6,Sea,3458.0,84,Heavy Machinery,2.9,50594.36
Hyderabad,Mumbai,1548.7,Rail,999.4,25,Consumer Goods,3.3,36472.18
Pune,Delhi,2364.3,Rail,2099.9,37,Heavy Machinery,1.8,111621.56
Pune,Delhi,1067.7,Road,4134.6,23,Textiles,5.8,185544.35
Mumbai,Delhi,2179.7,Sea,300.7,23,Pharmaceuticals,6.7,11442.22
Bengaluru,Hyderabad,960.1,Road,1716.0,75,Consumer Goods,1.5,63504.26
Visakhapatnam,Kochi,1047.1,Road,1969.8,46,Textiles,4.1,84909.96
Delhi,Bengaluru,2143.8,Sea,2290.5,84,Pharmaceuticals,1.2,65111.98
Ahmedabad,Visakhapatnam,1948.2,Road,2815.3,7,Consumer Goods,7.6,229231.91
Chennai,Ahmedabad,701.8,Sea,2493.7,87,Automotive Components,5.5,27168.05
Delhi,Pune,2341.6,Rail,855.3,62,Textiles,7.2,49302.48
Mumbai,Hyderabad,2229.2,Road,2113.9,23,Consumer Goods,6.6,206827.08
Visakhapatnam,Delhi,2263.2,Rail,1876.7,91,Pharmaceuticals,8.7,105370.08
Bengaluru,Kolkata,1396.4,Road,4650.1,85,Consumer Goods,8.9,287483.94
Visakhapatnam,Hyderabad,1020.9,Rail,3727.0,21,Automotive Components,6.0,89972.66
Ahmedabad,Hyderabad,2401.9,Sea,4337.1,58,Consumer Goods,5.2,153255.35
Delhi,Kochi,1708.8,Rail,3562.7,96,Automotive Components,9.9,158185.73
Chennai,Hyderabad,2617.1,Sea,331.5,50,Textiles,2.7,13150.18
Kolkata,Chennai,822.6,Air,2396.6,28,Consumer Goods,6.8,283068.26
Kochi,Ahmedabad,2735.4,Rail,3901.0,66,Heavy Machinery,6.6,264688.61
Bengaluru,Kochi,1154.9,Road,2977.6,93,Pharmaceuticals,9.6,158418.51
Kochi,Kolkata,1168.9,Rail,3804.8,9,Heavy Machinery,1.8,97768.53
Kochi,Ahmedabad,782.9,Road,4811.6,35,Heavy Machinery,9.5,175255.33
Delhi,Pune,2707.3,Rail,1274.6,61,Consumer Goods,7.9,85912.39
Bengaluru,Visakhapatnam,255.2,Rail,4917.8,68,Pharmaceuticals,2.2,28691.45
Bengaluru,Ahmedabad,1404.4,Rail,646.6,86,Textiles,2.8,21476.64
Visakhapatnam,Kochi,1118.5,Rail,4604.2,23,Pharmaceuticals,3.5,115133.34
Chennai,Kochi,572.0,Road,1006.3,6,Automotive Components,7.1,26286.48
Ahmedabad,Mumbai,2040.1,Rail,3611.0,84,Consumer Goods,7.7,182797.07
Chennai,Kolkata,2530.6,Sea,3927.3,69,Heavy Machinery,7.6,154993.41
Kochi,Mumbai,795.5,Road,4065.1,12,Textiles,6.9,141221.6
Mumbai,Pune,1468.8,Road,2216.7,59,Consumer Goods,2.2,133912.41
Delhi,Bengaluru,1682.3,Air,888.4,65,Textiles,1.4,196241.72
Chennai,Visakhapatnam,1184.8,Road,3990.4,39,Textiles,3.5,192330.9
Ahmedabad,Chennai,2592.1,Road,3240.1,41,Automotive Components,6.4,351400.65
Visakhapatnam,Kolkata,1373.0,Rail,1326.6,3,Pharmaceuticals,4.2,43544.59
Kolkata,Hyderabad,2754.4,Road,1993.3,42,Consumer Goods,8.6,250965.13
Ahmedabad,Chennai,932.3,Rail,1523.2,43,Textiles,8.4,35040.83
Kochi,Chennai,344.1,Road,4578.2,85,Pharmaceuticals,3.0,64036.05
Bengaluru,Pune,1673.7,Road,4028.3,66,Heavy Machinery,6.9,293587.71
Bengaluru,Visakhapatnam,2331.9,Air,4418.5,96,Automotive Components,8.5,1536694.0
Ahmedabad,Chennai,1179.2,Road,305.4,29,Automotive Components,9.1,18416.78
Chennai,Bengaluru,640.5,Road,3322.1,47,Pharmaceuticals,4.8,89682.69
Delhi,Chennai,2106.3,Rail,1374.6,92,Heavy Machinery,9.2,71144.95
Kochi,Ahmedabad,867.8,Rail,3753.6,97,Pharmaceuticals,7.7,76812.29
Mumbai,Pune,2189.8,Road,4460.9,26,Automotive Components,3.7,425538.76
Ahmedabad,Chennai,845.2,Air,3841.3,15,Textiles,4.1,442138.63
Bengaluru,Kolkata,1626.8,Road,4558.7,45,Heavy Machinery,2.3,295314.03
Kolkata,Mumbai,2502.3,Rail,2023.7,90,Textiles,4.4,114760.94
Visakhapatnam,Kochi,692.2,Road,3139.6,73,Textiles,4.3,93720.41
Delhi,Visakhapatnam,2324.8,Road,2400.5,61,Consumer Goods,6.6,236320.0
Chennai,Mumbai,853.4,Road,4158.9,85,Textiles,3.8,150906.94
Mumbai,Visakhapatnam,1900.8,Air,2837.2,20,Automotive Components,4.8,762054.24
Kolkata,Pune,795.8,Rail,3563.8,49,Automotive Components,2.2,64082.83
Visakhapatnam,Hyderabad,453.6,Road,3173.1,27,Heavy Machinery,7.6,65721.32
Mumbai,Bengaluru,1909.7,Rail,4317.6,65,Consumer Goods,1.4,174924.98
Bengaluru,Kolkata,1726.5,Sea,2665.1,9,Pharmaceuticals,7.7,70811.66
Kochi,Mumbai,1213.9,Road,588.7,58,Textiles,2.6,28955.08
Hyderabad,Kolkata,247.2,Road,4747.0,51,Textiles,9.8,54398.58
Chennai,Hyderabad,1409.5,Road,2801.9,38,Consumer Goods,9.9,173624.03
Ahmedabad,Mumbai,544.1,Rail,3924.8,84,Heavy Machinery,9.9,52794.74
Delhi,Hyderabad,1102.6,Road,3411.2,19,Heavy Machinery,1.1,144134.22
Chennai,Mumbai,1703.4,Rail,2186.7,44,Consumer Goods,3.0,81688.81
Mumbai,Delhi,2639.3,Sea,4758.9,11,Automotive Components,6.0,184558.79
Visakhapatnam,Pune,1505.0,Sea,3677.6,78,Heavy Machinery,7.6,85432.17
Bengaluru,Ahmedabad,666.2,Rail,1196.0,89,Heavy Machinery,8.3,21498.57
Delhi,Ahmedabad,2657.5,Road,4979.3,76,Textiles,2.2,521822.53
Kochi,Mumbai,218.7,Sea,4999.3,45,Automotive Components,8.7,19023.55
Pune,Delhi,1853.5,Air,1483.1,7,Automotive Components,7.3,399424.37
Hyderabad,Delhi,845.3,Road,4926.7,3,Consumer Goods,3.6,170720.33
Visakhapatnam,Bengaluru,2157.4,Air,3106.0,80,Heavy Machinery,1.1,881284.15
Pune,Delhi,1027.7,Sea,966.9,62,Consumer Goods,9.2,17148.65
Hyderabad,Pune,1286.2,Air,4892.3,1,Textiles,2.8,839223.5
Chennai,Pune,2191.6,Road,554.4,15,Pharmaceuticals,4.3,49375.02
Pune,Bengaluru,2529.2,Air,3205.2,44,Consumer Goods,8.7,1170086.01
Chennai,Mumbai,633.8,Road,4193.7,11,Automotive Components,7.0,117675.45
Pune,Visakhapatnam,935.2,Road,4154.9,1,Consumer Goods,2.2,155017.49
Delhi,Pune,161.5,Road,80.7,3,Consumer Goods,9.8,2446.3
Chennai,Mumbai,2419.9,Road,2154.6,22,Automotive Components,3.9,218623.25
Delhi,Hyderabad,2659.9,Road,489.4,43,Heavy Machinery,6.4,58329.13
Chennai,Pune,890.5,Road,1335.1,6,Textiles,6.7,51480.5
Kochi,Mumbai,1169.1,Rail,4693.2,22,Heavy Machinery,6.1,136308.54
Delhi,Bengaluru,1286.7,Road,4427.9,50,Automotive Components,6.2,253904.81
Kochi,Chennai,1235.8,Sea,3313.1,28,Automotive Components,3.2,58655.67
Kochi,Visakhapatnam,1191.1,Road,4497.1,78,Automotive Components,9.6,239431.22
Bengaluru,Ahmedabad,1411.1,Road,1615.4,96,Textiles,5.4,93744.85
Chennai,Kochi,557.5,Road,4149.3,29,Heavy Machinery,2.3,91841.71
Delhi,Pune,302.9,Road,3440.5,5,Heavy Machinery,8.6,47534.87
Bengaluru,Hyderabad,2067.3,Sea,3683.2,35,Heavy Machinery,2.3,107608.42
Kochi,Ahmedabad,2393.4,Road,474.5,11,Automotive Components,8.8,54043.32
Visakhapatnam,Chennai,2297.0,Road,1777.4,1,Pharmaceuticals,6.0,170390.2
Hyderabad,Visakhapatnam,1810.6,Rail,291.1,7,Consumer Goods,1.4,12729.62
Chennai,Delhi,2717.3,Rail,795.0,3,Consumer Goods,2.1,49284.29
Pune,Kolkata,154.1,Road,1393.9,86,Automotive Components,9.5,11468.23
Chennai,Bengaluru,996.8,Road,2949.1,31,Automotive Components,2.2,121708.76
Ahmedabad,Chennai,971.5,Sea,3811.4,3,Automotive Components,6.3,54188.31
Pune,Mumbai,1076.6,Rail,587.0,17,Pharmaceuticals,3.8,16371.73
Bengaluru,Chennai,2270.0,Road,320.7,18,Textiles,8.2,33434.07
Kochi,Hyderabad,1081.5,Air,4424.0,79,Textiles,8.1,730106.88
Chennai,Hyderabad,1546.8,Road,695.4,99,Automotive Components,8.2,50367.09
Ahmedabad,Bengaluru,1776.9,Rail,2269.1,80,Automotive Components,2.9,93247.64
Hyderabad,Mumbai,2390.3,Rail,608.1,94,Pharmaceuticals,7.4,35490.74
Mumbai,Chennai,1782.0,Road,2698.5,99,Pharmaceuticals,1.8,181215.84
Bengaluru,Delhi,1160.5,Road,576.0,17,Consumer Goods,1.7,27169.18
Kochi,Chennai,1991.1,Rail,3823.3,79,Pharmaceuticals,4.7,172484.31
Pune,Hyderabad,1516.2,Road,473.6,42,Automotive Components,6.4,32181.16
Visakhapatnam,Pune,1550.3,Road,2179.5,27,Textiles,3.8,135167.0
Delhi,Bengaluru,1038.2,Rail,2131.8,65,Heavy Machinery,3.7,52934.6
Bengaluru,Ahmedabad,154.3,Rail,4607.8,30,Pharmaceuticals,1.7,17085.16
Mumbai,Kolkata,1093.0,Sea,2177.5,30,Heavy Machinery,2.8,32141.75
Kolkata,Hyderabad,952.2,Road,401.2,69,Automotive Components,6.5,17862.77
Kolkata,Chennai,415.9,Rail,2739.9,65,Consumer Goods,7.1,29352.79
Chennai,Kolkata,676.4,Air,3638.5,4,Automotive Components,9.2,361696.77
Mumbai,Bengaluru,2749.4,Rail,1719.9,11,Pharmaceuticals,4.4,106104.82
Ahmedabad,Pune,891.5,Rail,3062.5,58,Consumer Goods,3.1,60613.45
Ahmedabad,Hyderabad,1523.1,Air,652.2,13,Consumer Goods,7.5,144700.9
Hyderabad,Kochi,1605.7,Sea,2155.3,10,Textiles,7.1,51111.89
Mumbai,Pune,1634.1,Rail,871.3,88,Automotive Components,3.5,33438.44
Chennai,Visakhapatnam,275.4,Sea,1404.6,84,Automotive Components,7.9,7438.28
Hyderabad,Visakhapatnam,2194.4,Road,3223.0,18,Heavy Machinery,2.8,288787.7
Kolkata,Kochi,2085.4,Road,3780.4,87,Textiles,4.1,329587.16
Mumbai,Kolkata,2739.6,Rail,1592.0,42,Heavy Machinery,3.2,104408.64
Delhi,Visakhapatnam,639.4,Road,4949.6,99,Pharmaceuticals,6.8,137142.24
Visakhapatnam,Ahmedabad,1617.5,Rail,1459.7,44,Heavy Machinery,5.4,58227.0
Pune,Kolkata,2280.2,Road,793.2,62,Heavy Machinery,7.6,82194.19
Chennai,Visakhapatnam,479.5,Sea,4343.9,91,Consumer Goods,2.0,28787.65
Kochi,Bengaluru,2242.4,Sea,3266.1,79,Heavy Machinery,3.3,108121.19
Hyderabad,Visakhapatnam,865.4,Rail,3413.8,24,Consumer Goods,5.4,70621.92
Chennai,Delhi,894.2,Road,3981.8,30,Pharmaceuticals,1.5,147449.32
Kochi,Chennai,2655.8,Rail,4997.5,65,Heavy Machinery,7.6,313236.98
