distance_km,lead_time_days,supplier_count,transport_mode,weather_risk_score,geopolitical_risk_score,port_congestion_index,supplier_dependency_ratio,risk_score,disruption_risk_level
2168.2,66.7,16,Road,16.1,69.7,1.4,0.13,44.9,1
1054.1,49.1,22,Road,52.5,75.5,4.9,0.7,59.2,1
618.9,84.1,21,Rail,33.2,65.7,5.5,0.82,58.1,1
1431.3,26.7,29,Road,56.4,91.8,3.2,0.86,63.8,1
476.0,51.7,2,Multimodal,52.4,52.1,4.4,0.32,47.0,1
4245.5,20.3,6,Sea,83.2,52.5,5.2,0.54,74.5,2
2279.6,52.5,36,Rail,54.8,62.9,9.6,0.07,49.6,1
1134.3,28.5,32,Rail,98.5,32.7,1.4,0.52,50.0,1
2282.1,56.5,22,Road,46.1,50.0,6.5,0.24,52.5,1
145.5,24.0,36,Sea,96.5,46.9,6.6,0.52,59.4,1
115.6,63.1,8,Rail,47.3,27.4,5.8,0.72,51.3,1
3417.8,60.0,17,Road,83.8,8.1,0.5,0.36,62.7,1
196.2,28.2,26,Air,8.2,61.0,2.8,0.92,38.5,0
3164.8,15.4,38,Road,58.2,55.9,1.4,0.44,52.4,1
860.5,59.8,3,Air,51.6,44.4,5.8,0.28,45.3,1
1340.6,25.3,20,Road,89.5,65.6,6.7,0.06,47.7,1
2167.1,42.0,26,Road,10.7,3.8,7.5,0.16,37.0,0
234.4,38.6,27,Rail,83.3,65.0,1.2,0.34,44.2,1
4213.5,13.7,34,Road,99.7,26.2,1.8,0.67,67.3,1
379.1,41.6,31,Air,77.7,54.1,3.5,0.24,44.1,1
1472.2,45.3,31,Multimodal,31.4,85.0,5.7,0.22,48.1,1
1990.7,17.6,26,Sea,33.8,83.0,3.5,0.72,55.4,1
3546.7,86.4,32,Sea,57.7,28.4,7.8,0.32,80.4,2
2953.9,85.1,38,Road,18.8,69.8,3.9,0.1,57.7,1
922.9,12.8,3,Sea,7.9,45.0,7.3,0.33,40.3,1
1646.1,44.4,33,Road,0.5,21.0,8.7,0.52,42.1,1
3074.4,4.2,20,Road,92.5,57.1,9.9,0.45,58.8,1
3027.7,5.2,2,Road,79.0,4.1,9.1,0.6,55.6,1
3185.3,30.9,1,Road,81.1,83.4,9.0,0.32,65.4,1
3641.9,42.1,33,Road,27.5,54.3,0.7,0.37,53.0,1
2002.6,62.8,28,Rail,63.3,77.3,4.3,0.79,68.2,1
3846.5,14.9,34,Road,75.8,82.1,5.1,0.58,67.7,1
3538.3,42.3,8,Road,50.9,78.2,8.0,0.72,68.3,1
3072.1,45.3,1,Road,82.8,24.4,3.3,0.64,64.5,1
780.4,46.6,12,Multimodal,26.1,87.1,5.6,0.42,48.6,1
60.1,41.9,12,Road,64.2,55.2,2.6,0.92,57.8,1
2547.3,24.1,15,Road,72.8,25.0,4.7,0.83,64.2,1
329.7,63.8,8,Road,38.7,3.7,4.8,0.2,37.8,0
2911.7,87.7,17,Road,17.3,58.8,2.1,0.34,59.8,1
329.9,25.5,22,Rail,70.8,29.6,0.5,0.32,35.4,0
2104.1,89.9,14,Multimodal,61.6,42.9,6.3,0.93,80.4,2
3172.0,12.9,33,Multimodal,66.3,2.2,1.5,0.59,47.9,1
1360.7,31.4,24,Road,29.9,10.1,5.4,0.17,34.7,0
3656.5,12.7,15,Rail,6.2,62.1,3.9,0.1,32.8,0
1582.5,26.5,23,Rail,48.9,87.0,0.3,0.95,59.4,1
3890.6,63.6,26,Sea,17.0,12.5,6.6,0.69,72.3,2
1641.6,84.3,21,Road,10.0,68.6,4.1,0.91,67.7,1
1711.6,52.2,37,Sea,22.1,58.9,1.6,0.14,45.6,1
914.3,8.5,33,Rail,43.6,87.1,6.7,0.49,38.0,0
1847.4,88.1,15,Road,41.2,65.2,6.4,0.68,69.7,1
3965.3,72.7,4,Road,84.9,87.6,8.2,0.41,78.2,2
1163.0,0.8,34,Road,15.5,26.0,5.9,0.13,21.2,0
1228.4,49.9,29,Road,10.3,9.6,0.9,0.62,42.1,1
3184.1,37.9,19,Multimodal,81.7,80.4,0.6,0.59,65.3,1
3910.0,65.3,28,Road,33.4,76.1,8.7,0.2,61.3,1
4087.1,11.8,9,Road,95.9,76.1,6.7,0.38,64.9,1
3154.7,28.1,5,Road,61.8,47.6,9.4,0.17,53.1,1
3214.8,25.1,11,Rail,78.0,29.0,1.8,0.82,59.7,1
2274.1,26.0,11,Rail,92.0,22.0,0.6,0.75,55.1,1
2624.9,11.7,31,Rail,63.9,95.1,2.9,0.4,49.6,1
3976.9,23.4,11,Rail,74.7,99.4,2.3,0.48,63.7,1
1812.7,9.7,38,Road,2.6,61.3,9.9,0.69,40.7,1
1736.4,12.1,18,Sea,65.6,15.6,4.2,0.72,51.8,1
1616.2,2.7,27,Road,35.7,96.0,5.4,0.83,51.2,1
3381.1,4.5,34,Road,39.0,98.6,4.2,0.18,45.7,1
4319.7,52.3,24,Rail,23.2,6.8,4.6,0.64,58.8,1
1413.0,90.0,8,Road,3.6,7.4,7.8,0.89,61.2,1
733.9,20.0,20,Air,88.0,72.1,0.5,0.62,50.5,1
2293.4,55.7,33,Multimodal,92.7,76.8,9.2,0.76,81.8,2
1009.5,57.6,7,Road,44.7,89.1,8.2,0.91,65.7,1
3570.7,9.3,7,Road,53.7,79.1,0.1,0.17,45.0,1
1836.5,5.6,25,Multimodal,38.7,84.0,7.4,0.83,58.4,1
4110.9,15.4,27,Air,18.1,46.4,6.3,0.23,42.3,1
3667.1,3.3,2,Multimodal,49.9,15.6,6.6,0.8,58.3,1
3158.8,82.2,16,Road,15.2,85.0,7.4,0.59,71.0,2
524.6,31.5,22,Rail,61.8,53.5,8.2,0.58,47.2,1
3828.6,5.1,32,Rail,65.1,82.6,6.7,0.6,57.8,1
3703.5,31.1,34,Sea,28.4,84.4,0.9,0.24,52.8,1
1697.5,3.7,27,Air,64.5,36.9,0.6,0.12,27.3,0
3441.9,47.3,3,Road,86.5,7.2,6.3,0.54,67.2,1
4303.6,15.9,9,Road,77.8,3.4,9.1,0.77,65.1,1
2651.7,22.8,24,Road,27.9,61.5,6.2,0.43,47.7,1
3703.9,11.8,28,Rail,26.8,17.9,2.0,0.81,46.9,1
3096.1,81.6,35,Road,95.7,63.5,5.2,0.24,74.3,2
1634.7,56.5,30,Road,45.7,41.4,1.1,0.1,44.5,1
1081.2,34.9,32,Road,47.8,30.8,8.9,0.16,39.9,0
3503.2,62.0,2,Air,30.8,35.0,5.8,0.17,47.9,1
1327.0,49.0,9,Road,28.6,46.3,7.1,0.62,51.7,1
3974.0,28.3,33,Road,52.5,10.5,2.6,0.34,49.3,1
1062.1,7.6,2,Road,56.6,57.9,5.7,0.78,49.0,1
497.2,81.0,10,Sea,16.0,3.1,5.5,0.48,54.6,1
1923.1,62.8,33,Road,31.6,37.1,5.1,0.2,46.6,1
2146.7,31.2,34,Air,18.2,5.2,6.6,0.92,45.4,1
391.6,23.9,35,Road,76.6,10.6,4.3,0.56,45.2,1
2276.2,68.6,4,Rail,78.1,6.9,3.5,0.53,58.8,1
1336.5,25.2,3,Road,56.3,47.4,8.7,0.16,39.5,0
3412.1,34.7,36,Air,96.9,83.3,5.1,0.27,63.0,1
2949.4,26.2,34,Air,97.9,64.3,1.9,0.07,52.3,1
2461.9,65.1,36,Sea,36.6,18.5,3.8,0.61,63.3,1
3389.5,27.5,8,Sea,66.6,65.9,6.2,0.32,64.8,1
4447.2,71.0,16,Road,0.0,10.7,2.6,0.69,61.6,1
482.8,81.8,30,Rail,78.5,78.8,9.9,0.26,59.9,1
2714.6,12.3,27,Sea,71.2,60.6,6.7,0.65,67.6,1
3648.0,72.9,29,Road,21.5,34.7,6.5,0.46,61.6,1
1778.0,43.0,11,Road,15.0,80.7,5.1,0.11,41.2,1
1155.2,46.1,11,Road,59.1,65.8,4.3,0.83,62.1,1
897.9,8.7,3,Road,76.2,68.1,0.9,0.78,52.5,1
2108.2,46.1,4,Air,37.7,86.0,6.0,0.86,61.1,1
3214.9,6.7,5,Road,10.4,11.5,6.3,0.25,35.4,0
1305.3,71.0,12,Road,92.5,20.1,3.8,0.31,61.2,1
3368.8,23.2,27,Road,89.9,9.9,4.5,0.48,56.8,1
3192.2,19.3,18,Multimodal,35.7,96.9,0.4,0.48,49.1,1
325.6,18.4,2,Rail,61.6,6.4,9.9,0.59,36.8,0
3125.1,20.8,21,Rail,99.7,15.0,1.5,0.11,44.8,1
4485.9,87.7,20,Sea,24.6,67.4,3.7,0.26,75.7,2
2895.0,66.7,20,Road,8.7,98.4,0.9,0.87,70.9,2
3390.6,80.2,6,Sea,72.0,86.1,2.2,0.83,87.7,2
425.8,46.2,36,Road,31.5,38.0,8.7,0.46,43.4,1
2009.2,56.1,20,Road,80.3,42.8,1.2,0.06,52.3,1
3004.5,42.6,38,Sea,41.7,7.0,8.8,0.21,58.7,1
2416.1,29.5,30,Rail,33.9,85.1,9.3,0.91,59.6,1
2966.3,9.6,33,Air,45.0,37.7,2.6,0.54,41.7,1
2165.9,6.8,1,Rail,51.9,92.5,8.7,0.92,58.9,1
3890.0,23.4,34,Road,21.4,45.6,5.2,0.42,48.4,1
2302.0,48.1,35,Sea,46.3,76.5,0.3,0.17,52.5,1
224.0,73.5,35,Sea,74.7,63.5,7.7,0.19,62.4,1
2427.1,34.8,11,Rail,96.4,11.7,8.8,0.09,47.2,1
412.1,2.0,25,Air,94.7,79.8,7.3,0.93,55.5,1
108.1,16.9,8,Road,34.6,33.8,1.5,0.46,30.6,0
2054.7,45.8,5,Sea,52.9,38.4,2.8,0.83,69.5,1
1024.4,89.3,23,Road,98.5,80.1,2.6,0.24,67.9,1
1459.9,35.9,12,Rail,3.1,97.2,0.7,0.43,38.8,0
3039.5,78.6,26,Road,36.4,22.8,4.6,0.27,57.9,1
3985.8,6.9,36,Rail,40.3,64.8,8.3,0.48,49.8,1
637.7,0.5,2,Air,68.6,84.4,1.2,0.79,44.7,1
3562.7,6.9,34,Rail,72.7,13.4,9.9,0.33,48.8,1
853.5,42.0,31,Road,94.8,58.3,9.4,0.3,56.8,1
3766.5,76.6,14,Road,90.7,9.7,9.3,0.86,84.4,2
3854.9,81.5,24,Road,45.8,36.5,6.5,0.86,78.9,2
4186.2,29.5,7,Air,72.0,24.7,5.1,0.42,56.9,1
3364.9,65.4,35,Rail,41.7,88.2,5.3,0.7,68.0,1
2022.2,19.4,1,Rail,17.2,41.1,3.6,0.82,42.9,1
1251.0,59.5,21,Sea,43.3,28.8,1.4,0.38,50.0,1
3409.2,67.8,26,Road,9.1,76.7,2.2,0.25,58.0,1
3237.4,32.5,17,Rail,9.9,36.8,2.2,0.33,38.0,0
157.0,24.1,34,Sea,19.9,13.8,6.9,0.34,38.3,0
2832.5,24.1,39,Rail,55.2,12.1,5.3,0.09,36.9,0
1576.5,10.7,29,Road,27.5,50.6,6.4,0.14,32.8,0
2591.2,41.6,30,Road,32.1,81.3,8.4,0.94,66.8,1
3594.2,72.6,9,Road,29.7,30.1,5.8,0.27,59.2,1
2442.4,6.9,16,Air,20.5,99.7,1.3,0.32,35.1,0
3070.5,15.2,5,Sea,24.2,71.2,1.0,0.91,55.4,1
15.4,77.6,17,Rail,39.7,56.4,0.6,0.24,40.0,1
2559.6,39.6,29,Rail,86.8,90.5,8.7,0.33,62.3,1
2390.0,86.3,28,Road,48.3,56.7,8.3,0.79,75.0,2
3215.2,71.6,36,Sea,80.0,22.7,1.1,0.23,65.9,1
61.8,64.4,23,Road,9.7,74.8,3.8,0.48,46.5,1
4008.8,1.5,31,Road,72.2,66.6,3.8,0.72,66.0,1
1694.3,65.4,3,Road,73.3,84.2,5.8,0.08,57.8,1
3697.2,9.4,27,Rail,50.2,78.7,8.7,0.31,46.8,1
1082.5,45.4,37,Road,92.6,55.6,1.0,0.79,63.6,1
4139.0,61.2,22,Road,59.4,83.6,4.1,0.21,66.5,1
17.8,55.6,5,Sea,94.7,69.5,4.7,0.51,68.2,1
4446.6,80.2,5,Rail,80.2,43.2,1.8,0.19,68.7,1
3789.0,79.1,22,Multimodal,10.6,3.8,5.9,0.41,59.4,1
1328.3,12.6,3,Air,35.1,10.3,8.9,0.54,33.1,0
3965.9,48.8,14,Road,0.0,68.9,6.6,0.09,47.3,1
1300.6,82.8,23,Road,50.3,77.6,8.2,0.13,56.3,1
117.8,29.6,6,Rail,48.5,89.0,1.2,0.45,37.8,0
1525.3,61.5,21,Rail,75.1,94.6,5.3,0.24,55.5,1
712.7,86.6,34,Multimodal,34.9,2.0,8.4,0.31,56.6,1
3640.1,57.1,29,Road,15.6,67.5,5.6,0.67,64.6,1
3201.1,21.4,36,Road,65.4,36.3,2.7,0.05,44.7,1
3595.1,54.6,33,Road,98.1,32.5,2.0,0.5,69.8,1
2224.1,0.5,37,Road,94.9,9.9,5.5,0.74,53.9,1
2923.1,23.7,23,Multimodal,37.2,69.4,1.9,0.19,41.7,1
2076.4,87.1,7,Road,24.4,39.3,9.8,0.23,59.0,1
3818.8,29.5,10,Rail,48.0,68.5,9.2,0.51,60.5,1
109.9,48.2,15,Road,22.7,26.8,8.2,0.81,48.8,1
3948.9,77.2,27,Rail,32.7,82.6,0.3,0.63,70.0,2
26.3,62.7,38,Road,3.4,40.1,4.4,0.07,34.6,0
626.9,51.6,3,Road,64.2,74.8,1.2,0.43,51.9,1
3959.5,39.3,13,Multimodal,9.9,23.3,3.3,0.92,57.0,1
3143.4,60.5,10,Rail,78.1,6.5,1.4,0.52,60.0,1
1963.0,68.3,16,Air,46.4,41.1,3.5,0.45,52.2,1
1150.4,46.1,11,Rail,72.2,63.8,0.6,0.38,49.4,1
3358.8,40.0,1,Road,80.7,38.5,5.8,0.58,66.4,1
1186.0,45.9,21,Rail,35.8,66.5,4.9,0.74,52.6,1
3191.7,34.3,14,Road,35.0,69.8,0.9,0.87,64.2,1
384.6,33.4,26,Sea,63.3,5.5,5.9,0.92,59.8,1
3766.2,36.7,31,Road,18.5,32.0,1.9,0.65,53.7,1
1776.3,5.0,16,Road,92.1,97.7,2.7,0.36,51.2,1
3976.1,71.5,11,Rail,78.0,62.4,5.4,0.18,67.7,1
4236.0,36.8,37,Road,34.8,0.5,9.5,0.32,51.9,1
2009.6,36.0,6,Air,19.2,60.5,8.7,0.32,42.9,1
4071.8,82.2,10,Sea,65.4,60.4,5.5,0.87,94.9,2
1419.8,86.8,33,Road,0.2,80.2,3.0,0.35,49.8,1
2835.5,41.3,2,Sea,3.6,3.0,0.1,0.75,48.7,1
2271.3,77.5,19,Road,27.3,62.3,9.8,0.63,68.0,1
2605.8,43.2,39,Rail,68.3,45.8,5.5,0.92,64.7,1
1445.2,74.8,1,Road,50.0,6.3,5.5,0.39,51.6,1
3047.2,36.4,33,Road,36.9,80.9,9.8,0.87,69.5,1
167.1,20.5,31,Rail,49.8,69.7,5.4,0.14,29.1,0
51.8,76.2,37,Multimodal,19.4,45.9,0.3,0.66,45.2,1
127.4,30.8,34,Road,32.8,24.3,3.7,0.69,41.2,1
3479.5,85.2,33,Road,28.9,19.5,6.2,0.22,61.1,1
1457.7,17.3,14,Sea,17.6,23.1,1.8,0.71,46.0,1
2712.0,49.9,37,Air,40.1,59.9,9.4,0.61,59.6,1
533.0,17.9,21,Rail,3.2,30.7,5.1,0.26,23.8,0
1028.2,27.3,22,Road,32.1,97.3,8.0,0.39,44.9,1
4135.6,24.0,34,Road,55.3,50.5,7.0,0.82,68.1,1
2923.3,22.1,1,Road,80.6,77.2,0.9,0.55,60.0,1
2329.9,89.2,19,Rail,61.5,52.3,3.6,0.15,59.8,1
863.4,9.3,37,Rail,8.3,82.0,7.6,0.5,35.7,0
1467.4,87.8,24,Road,84.9,60.3,8.6,0.39,69.4,1
22.1,8.7,10,Rail,94.8,65.3,7.0,0.69,47.8,1
3556.7,81.5,23,Road,5.1,75.7,8.1,0.23,62.4,1
739.9,83.6,17,Rail,78.9,70.6,4.3,0.83,72.2,2
3788.8,9.0,10,Rail,74.5,57.2,2.9,0.19,51.6,1
3455.0,40.0,13,Rail,85.4,67.5,5.0,0.41,60.2,1
1980.7,17.0,11,Sea,31.4,81.0,4.7,0.52,53.3,1
3887.6,64.8,23,Road,54.9,82.7,0.6,0.3,65.9,1
3481.1,27.3,11,Rail,69.8,92.6,4.5,0.71,66.3,1
372.5,0.7,21,Road,29.1,16.3,1.2,0.45,24.6,0
1667.3,67.5,35,Sea,0.8,20.3,0.5,0.29,44.2,1
3079.9,31.0,39,Sea,85.4,40.6,7.5,0.29,68.3,1
2391.9,45.8,3,Road,96.7,62.1,3.0,0.24,59.3,1
4102.8,13.0,13,Rail,97.9,85.3,5.5,0.32,60.2,1
2542.9,3.2,17,Road,23.7,22.5,5.4,0.13,32.6,0
3601.8,76.0,36,Sea,40.8,64.8,9.5,0.71,87.9,2
2125.5,4.0,24,Rail,4.8,74.2,6.8,0.39,35.0,0
656.0,37.5,24,Air,85.4,69.6,2.5,0.7,57.0,1
1187.5,80.7,33,Sea,40.2,84.9,9.8,0.39,72.1,2
3622.9,64.5,37,Road,25.9,42.7,0.6,0.63,60.4,1
3129.8,80.3,20,Rail,14.4,99.8,2.2,0.74,65.5,1
4166.6,62.3,19,Road,37.7,67.9,1.7,0.14,62.1,1
1167.5,82.7,38,Road,76.5,46.7,1.8,0.08,55.4,1
2770.9,49.9,20,Road,23.7,52.5,7.7,0.24,52.4,1
922.7,43.2,5,Road,84.9,88.4,6.9,0.08,50.8,1
3384.2,37.3,31,Rail,86.7,86.6,0.0,0.41,63.7,1
4332.8,34.7,25,Road,54.4,90.7,3.4,0.63,72.6,2
3827.1,75.7,5,Rail,44.8,84.4,6.8,0.27,64.6,1
1058.1,30.3,29,Multimodal,61.9,44.4,9.4,0.5,52.7,1
1250.4,87.5,17,Sea,34.2,45.5,4.6,0.33,60.5,1
2650.0,15.7,23,Road,2.1,13.5,7.2,0.9,46.7,1
3424.1,28.1,20,Road,67.2,5.3,5.3,0.73,63.4,1
1752.5,17.8,39,Rail,80.1,62.4,7.9,0.13,41.9,1
3451.2,16.2,12,Multimodal,60.8,82.0,5.5,0.94,71.0,2
2926.1,9.4,7,Sea,0.4,23.3,2.7,0.75,44.9,1
2933.1,86.3,28,Road,64.0,28.7,3.2,0.56,72.6,2
3392.6,45.4,25,Air,40.3,30.6,8.7,0.63,58.8,1
3634.2,45.6,18,Road,22.3,44.0,8.3,0.32,53.4,1
1433.7,71.1,30,Air,27.0,33.9,5.6,0.27,44.3,1
2830.6,20.9,14,Multimodal,88.2,97.0,6.0,0.68,72.2,2
3494.4,52.1,1,Road,69.0,71.0,2.6,0.1,61.6,1
2957.9,24.5,32,Road,39.0,83.7,1.7,0.3,50.2,1
3452.5,47.9,34,Rail,28.5,76.8,0.0,0.31,51.3,1
3745.7,39.2,38,Multimodal,49.5,71.0,7.5,0.5,67.9,1
3003.6,38.2,21,Sea,87.8,34.5,2.1,0.4,67.7,1
112.7,5.6,24,Road,5.4,1.4,8.7,0.89,31.9,0
212.9,78.4,37,Road,51.1,3.9,9.8,0.74,58.5,1
2468.3,54.4,34,Sea,91.7,39.0,6.8,0.15,68.5,1
2844.7,56.9,8,Road,47.3,19.9,9.4,0.71,64.5,1
3505.4,84.2,9,Rail,82.2,37.7,9.2,0.19,66.8,1
3657.4,72.5,14,Road,24.2,78.6,2.0,0.7,70.5,2
1391.0,88.5,18,Road,42.8,99.8,8.7,0.14,61.9,1
3474.1,19.3,11,Rail,93.4,52.8,7.2,0.93,72.0,2
3647.0,47.8,23,Road,28.1,1.8,1.5,0.62,54.7,1
4115.2,38.6,30,Rail,22.3,22.2,7.5,0.61,55.5,1
1334.0,7.0,38,Rail,58.3,11.7,4.8,0.24,29.8,0
1295.3,64.5,36,Rail,71.2,68.0,0.5,0.38,53.8,1
1980.3,65.0,26,Rail,61.7,48.4,7.7,0.82,65.5,1
1365.7,15.1,24,Sea,75.8,61.4,8.8,0.28,57.5,1
3367.5,62.2,4,Road,92.6,26.1,8.1,0.5,74.3,2
2652.9,4.9,25,Sea,48.0,52.4,0.1,0.19,38.8,0
2334.2,55.9,18,Sea,49.9,14.6,5.9,0.69,67.4,1
1994.8,34.6,30,Road,44.4,75.7,6.8,0.92,63.2,1
1163.8,43.6,3,Multimodal,73.0,88.4,8.8,0.9,77.2,2
1731.0,25.7,6,Road,44.7,23.0,0.8,0.44,39.9,0
447.5,33.7,7,Road,20.2,60.2,5.7,0.51,40.0,1
2372.8,73.5,17,Road,57.9,75.8,6.3,0.48,68.5,1
95.1,88.3,22,Road,12.0,41.5,4.0,0.14,42.2,1
2456.8,31.5,9,Road,92.7,80.5,9.3,0.4,64.8,1
1224.0,25.4,1,Road,90.5,35.8,3.0,0.83,60.8,1
965.8,64.7,38,Road,99.6,12.0,9.1,0.87,74.0,2
2039.0,87.9,16,Road,64.8,55.5,1.6,0.1,57.6,1
2820.4,67.8,18,Rail,73.8,15.8,9.5,0.22,56.3,1
2698.1,63.5,31,Road,68.8,86.3,8.2,0.82,78.2,2
2655.0,38.0,33,Road,86.2,15.1,4.2,0.67,64.8,1
3948.9,68.2,2,Sea,28.8,16.1,4.4,0.42,69.0,1
3989.1,51.6,36,Road,42.4,30.8,6.5,0.68,67.6,1
3960.2,13.2,29,Sea,68.2,12.2,6.6,0.39,62.1,1
2468.6,2.1,12,Air,0.4,70.7,0.8,0.69,36.0,0
1299.0,82.2,35,Sea,15.3,97.4,4.6,0.4,61.9,1
434.7,44.1,8,Road,49.9,4.5,1.3,0.37,40.6,1
2538.4,52.8,2,Road,10.4,68.2,2.9,0.57,52.0,1
809.1,81.8,37,Sea,50.2,75.7,9.5,0.39,74.5,2
1510.4,7.9,11,Road,78.2,47.2,7.0,0.53,50.0,1
4082.7,29.7,6,Road,73.7,52.8,3.2,0.89,73.9,2
1079.0,74.8,13,Air,22.4,17.1,0.7,0.25,39.4,0
2396.9,26.5,9,Road,26.2,12.4,6.3,0.94,54.6,1
3557.3,36.8,23,Road,20.4,45.4,4.8,0.44,55.8,1
415.1,38.8,25,Rail,91.1,46.1,0.8,0.52,46.8,1
2046.8,28.5,16,Air,85.5,43.7,8.8,0.86,65.2,1
2836.6,78.3,39,Road,19.3,61.2,5.7,0.06,52.2,1
2455.5,53.9,36,Rail,87.5,33.1,3.7,0.12,53.7,1
2100.7,7.1,32,Road,66.7,13.2,0.1,0.67,48.6,1
4404.0,59.7,20,Rail,60.9,21.1,0.3,0.36,61.5,1
3393.8,9.5,33,Multimodal,88.6,90.4,9.9,0.42,70.5,2
907.4,72.9,21,Road,71.4,83.9,1.4,0.72,65.8,1
567.9,58.6,36,Rail,57.2,54.7,7.1,0.55,52.2,1
709.3,79.0,27,Sea,42.4,28.2,7.1,0.6,66.2,1
2978.4,82.5,19,Rail,31.2,49.6,6.3,0.43,63.0,1
3577.7,81.3,33,Road,27.2,99.8,2.2,0.25,64.1,1
1100.9,21.6,10,Rail,53.8,81.3,3.3,0.21,37.9,0
4347.6,66.7,10,Rail,35.3,4.3,9.2,0.05,52.2,1
3195.7,28.3,38,Road,1.2,32.7,2.4,0.14,37.1,0
2347.5,11.9,7,Rail,50.0,38.4,2.1,0.84,50.1,1
2016.9,74.6,34,Rail,64.8,72.9,5.4,0.74,67.7,1
2781.1,31.6,5,Sea,67.2,20.7,9.5,0.31,68.4,1
3840.8,34.0,2,Rail,66.3,84.7,9.9,0.39,63.7,1
3662.5,10.6,6,Sea,89.1,83.2,3.6,0.76,75.2,2
242.7,2.5,11,Air,41.7,90.1,8.5,0.63,40.3,1
3474.8,24.5,11,Rail,99.9,26.5,9.5,0.42,58.5,1
1018.6,32.7,20,Multimodal,98.8,14.2,4.5,0.27,50.0,1
4235.3,78.5,24,Road,2.4,56.0,5.3,0.6,66.9,1
2209.8,69.8,30,Road,72.6,89.5,8.7,0.85,79.4,2
688.2,10.7,24,Road,82.6,51.3,1.7,0.68,51.4,1
1069.3,81.6,25,Rail,44.0,34.0,9.3,0.08,46.2,1
166.9,52.9,9,Road,64.6,14.4,0.7,0.9,54.8,1
4446.1,41.7,20,Road,52.3,9.9,6.3,0.62,63.6,1
1919.5,3.3,14,Sea,18.5,22.8,5.8,0.65,45.8,1
1234.4,42.7,8,Road,38.2,8.9,5.7,0.6,51.0,1
2257.0,41.5,30,Multimodal,92.9,34.1,0.2,0.7,59.7,1
2372.3,45.7,16,Rail,14.0,32.5,2.5,0.63,44.1,1
662.1,47.2,11,Road,17.0,20.6,5.1,0.34,33.3,0
1530.6,41.2,20,Sea,24.9,25.7,9.3,0.55,60.3,1
4394.3,68.6,35,Air,87.0,6.0,9.2,0.71,75.5,2
3197.6,52.4,33,Road,83.1,53.5,0.8,0.42,65.3,1
2168.6,60.3,13,Multimodal,50.7,75.4,1.4,0.47,57.2,1
4447.9,12.9,32,Sea,84.7,86.4,5.7,0.57,77.2,2
1173.2,41.3,11,Air,72.1,85.0,8.1,0.59,60.6,1
4462.0,88.2,35,Rail,84.8,78.6,8.0,0.19,78.0,2
1393.3,64.0,5,Rail,7.3,69.8,3.6,0.08,37.9,0
3343.3,44.4,10,Rail,83.3,11.1,0.2,0.24,48.2,1
1784.7,31.5,6,Multimodal,14.4,28.5,3.2,0.39,35.8,0
3748.8,67.5,10,Air,53.1,7.2,0.1,0.42,56.3,1
3230.5,6.7,6,Road,95.7,34.0,2.5,0.82,64.1,1
3043.0,51.3,30,Sea,78.0,40.3,7.1,0.81,83.3,2
4306.6,39.7,17,Road,78.1,52.0,0.1,0.87,76.4,2
607.6,9.0,6,Road,84.8,99.5,2.6,0.74,55.9,1
408.3,53.8,8,Road,78.4,70.3,6.4,0.91,67.5,1
4290.3,17.1,13,Road,35.8,90.8,2.4,0.27,53.4,1
3791.9,70.8,30,Multimodal,93.5,58.5,2.6,0.51,76.3,2
1735.4,86.4,19,Rail,77.5,10.9,7.6,0.4,60.7,1
699.8,74.1,7,Road,2.4,17.6,1.7,0.33,40.7,1
1930.3,27.2,28,Road,31.3,14.9,7.2,0.74,47.7,1
1602.7,58.6,31,Road,92.8,34.6,9.3,0.71,70.2,2
3024.4,75.1,20,Road,40.9,86.2,4.9,0.06,60.2,1
3109.8,20.8,2,Sea,70.5,61.1,1.0,0.71,66.7,1
2608.5,21.0,7,Air,96.6,97.8,0.8,0.07,49.6,1
282.9,53.9,30,Road,91.6,39.7,1.1,0.54,55.1,1
2503.3,5.6,6,Road,85.6,8.9,0.4,0.67,52.4,1
869.7,78.7,34,Sea,84.4,93.3,9.6,0.8,88.3,2
1634.7,47.9,9,Multimodal,37.7,75.9,2.9,0.25,44.1,1
333.5,12.2,3,Rail,61.1,31.1,2.4,0.08,23.8,0
2607.9,56.2,3,Road,69.6,28.0,1.5,0.71,62.2,1
4104.4,78.4,8,Sea,96.8,69.4,1.9,0.27,84.0,2
2136.9,60.6,22,Air,78.0,33.3,7.3,0.58,63.7,1
2198.6,9.4,36,Rail,68.0,0.8,2.5,0.92,49.7,1
2157.5,3.2,39,Sea,51.2,29.7,1.6,0.19,41.2,1
2622.6,70.2,1,Road,44.3,60.7,8.9,0.13,56.7,1
241.5,14.9,12,Road,42.2,81.5,3.3,0.64,43.9,1
2254.3,60.7,16,Road,48.9,30.1,1.5,0.54,58.8,1
2776.5,45.9,11,Rail,23.9,19.8,9.7,0.54,47.2,1
257.6,3.2,30,Sea,80.0,89.2,6.2,0.85,62.0,1
4455.5,8.7,7,Rail,21.7,70.2,5.0,0.84,56.7,1
1772.9,66.5,4,Rail,4.1,75.2,6.7,0.81,56.4,1
2333.1,69.8,35,Multimodal,6.9,85.3,3.6,0.93,63.8,1
1980.7,76.3,5,Road,17.4,99.5,8.0,0.38,57.6,1
1840.6,42.1,36,Air,98.0,17.4,4.9,0.77,58.4,1
1144.3,74.6,30,Road,54.6,15.8,1.6,0.2,48.4,1
